cuisine	assortativeCoefficient	transitivity	avgClusteringCoefficient	degreeCentrality	betweeness	closeness	id	
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	180
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	232
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	262
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	748
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	426
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	178
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	120
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	140
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	686
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	270
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	624
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	324
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	694
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	430
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	768
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	204
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	732
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	800
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	646
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	108
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	384
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	854
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	454
australian	-0.274610651154	0.39937271771	0.716585892737	0.000673976111406	0.0383544576232	0.412224699428	36
brazilian	-0.239305079998	0.405155770193	0.727880799779	0.00173270905451	0.0978744371892	0.5217650543	76
caribbean	-0.298784385958	0.409766361544	0.748559074073	0.00099708458373	0.0809574490476	0.501007153001	192
german	-0.292581018143	0.374264150239	0.752398602103	0.00116675241139	0.0794712125568	0.486397051539	276
greek	-0.321351405406	0.410837912732	0.759719748804	0.000825426671393	0.0484013807335	0.435737627968	300
irish	-0.289610826065	0.396473648579	0.730809317349	0.000723654663563	0.0545543397114	0.414566667276	372
jamaican	-0.231295737596	0.347351730907	0.767649088466	0.00322341643965	0.1668893552	0.468975776301	388
moroccan	-0.353397516823	0.424227674456	0.779151667127	0.001307013421	0.060414529775	0.543168466764	504
pakistani	-0.379706332664	0.42413585209	0.798900526099	0.004588731524	0.175547304547	0.596953418882	586
polish	-0.206150858177	0.379079730021	0.71122657051	0.00207859322529	0.105573168187	0.445657711516	616
portugese	-0.30168193487	0.394537460099	0.755104278863	0.00129276673275	0.0601242051548	0.449946523408	620
russian	-0.239727268859	0.392497426523	0.708676711867	0.00144547409546	0.0812662063075	0.446353735877	643
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	68
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	328
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	170
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	218
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	604
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	152
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	32
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	858
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	600
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	862
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	76
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	740
south-american	-0.339013484475	0.438254372393	0.756997294605	0.000854701793888	0.0495294280233	0.500103962032	254
vietnamese	-0.357779222225	0.438492168835	0.779141616662	0.00157521275601	0.0752035304465	0.596763734567	704
thai	-0.39122306651	0.429870936598	0.794159707171	0.00125702454291	0.0583110440133	0.595921632167	764
