Ingredient,Rank,Degree,NumberOfCliques,Size of Largest Maximal Clique
plain_flour,93,15,4,13
tomato_sauce,94,15,4,14
rabbit,95,14,2,14
juniper_berry,96,14,2,14
asparagus,97,14,2,14
ham,98,13,2,13
olive,99,13,1,14
garbanzo,100,13,2,13
penne,101,12,4,11
cauliflower,102,12,2,12
salt,103,12,4,10
bacon,104,11,2,11
mascarpone,105,11,5,9
vanilla_bean,106,11,2,11
polenta,107,11,2,11
chicken_liver,108,11,2,11
fava_bean,109,10,1,11
linguine,110,10,1,11
apple,111,10,3,9
hazelnut,112,10,2,10
cream,113,9,2,9
green_bean,114,9,2,9
coriander_seed,115,9,2,9
vanilla_extract,116,9,2,9
sausage,117,8,2,8
leg,118,7,2,7
cornmeal,119,7,1,8
duck,120,7,2,7
truffle,121,7,2,7
fig,122,7,1,8
brandy,123,6,2,6
lentil,124,6,2,6
broccoli,125,6,1,7
granulated_sugar,126,6,1,7
cabbage,127,6,2,6
lard,128,6,1,7
orange_peel,129,6,1,7
turkey,130,5,2,5
rigatoni,131,5,1,6
drinking_chocolate,132,5,1,6
green_pepper,133,5,1,6
white_bread,134,5,1,6
swordfish,135,5,1,6
sardine,136,5,1,6
double_cream,137,4,2,4
cucumber,138,4,1,5
pastry,139,4,1,5
salami,140,4,1,5
pear,141,4,1,5
white_turnip,142,4,2,4
escarole,143,3,1,4
mayonnaise,144,3,1,4
scallop,145,3,1,4
liver,146,3,1,4
sweet,147,3,1,4
tagliatelle,148,3,1,4
citron,149,3,1,4
leafy_vegetable,150,3,1,4
buffalo,151,3,1,4
apricot,152,3,1,4
hard_wheat,153,3,2,3
strawberry,154,3,1,4
radicchio,155,2,1,3
lettuce,156,2,1,3
cooky,157,2,1,3
chestnut,158,2,1,3
salt_cod,159,2,1,3
white_pepper,160,2,1,3
white_bean,161,2,1,3
lobster,162,2,1,3
cherry,163,2,1,3
fillet,164,2,1,3
jelly,165,2,1,3
spaghettini,166,2,1,3
mullet,167,2,1,3
rock,168,2,1,3
kosher,169,2,1,3
grain,170,2,1,3
broccoli_rabe,171,2,1,3
octopus,172,2,1,3
tarragon,173,2,1,3
juice,174,2,1,3
fettuccine,175,2,1,3
sherry,176,2,1,3
pumpkin,177,1,1,2
cod,178,1,1,2
littleneck_clam,179,1,1,2
orange_juice,180,1,1,2
sunflower_oil,181,1,1,2
rump,182,1,1,2
wine,183,1,1,2
marrow,184,1,1,2
sea_bass,185,1,1,2
whipping_cream,186,1,1,2
ziti,187,1,1,2
macaroni,188,1,1,2
whole_wheat_flour,189,1,1,2
rye,190,1,1,2
rib,191,1,1,2
peach,192,1,1,2
currant,193,1,1,2
ginger,194,1,1,2
tripe,195,1,1,2
hard-cooked_egg,196,1,1,2
sparerib,197,1,1,2
vermicelli,198,1,1,2
pork_loin,199,1,1,2
tart,200,1,1,2
raspberry,201,1,1,2
butternut_squash,202,1,1,2
corn_syrup,203,1,1,2
patty,204,1,1,2
corn,205,1,1,2
monkfish,206,1,1,2
lasagne,207,1,1,2
espresso,208,1,1,2
almond_extract,209,1,1,2
wheat_flour,210,1,1,2
farfalle,211,1,1,2
sultana,212,1,1,2
crabmeat,213,1,1,2
aniseed,214,1,1,2
buckwheat,215,1,1,2
