cheese,soy_sauce,bean
soy_sauce,spring_onion,sesame_oil,sirloin,peanut_oil,chilli,beef
soy_sauce,spring_onion,sesame_oil,roe,shrimp
soy_sauce,spring_onion,sesame_oil,white_wine,red_pepper,peppercorn,vinegar,onion,coriander_seed,celery,carrot,white,chicken_stock,chilli,fish,corn_oil
soy_sauce,spring_onion,sesame_oil,white_wine,red_pepper,peppercorn,vinegar,onion,coriander_seed,celery,carrot,white,chicken_stock,parsley
soy_sauce,spring_onion,sesame_oil,white_wine,red_pepper,peppercorn,wine_vinegar,chilli
soy_sauce,spring_onion,sesame_oil,loin,peanut_oil,chilli,lamb
soy_sauce,spring_onion,sesame_oil,loin,peanut_oil,chilli,pork_loin
soy_sauce,spring_onion,sesame_oil,white_bread,peanut_oil,pork,water,vegetable_oil,white,sesame_seed,shrimp
soy_sauce,spring_onion,sesame_oil,top_round,sesame,beef
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,pork,mushroom,red_pepper,onion,celery,carrot,vegetable_oil,white,shrimp
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,pork,mushroom,red_pepper,onion,celery,carrot,vegetable_oil,cinnamon
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,pork,mushroom,red_pepper,onion,celery,carrot,parsley,white,shrimp
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,pork,mushroom,red_pepper,onion,celery,carrot,parsley,cinnamon
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,ground_beef,vegetable_oil
soy_sauce,spring_onion,sesame_oil,tomato_sauce,tomato,sherry,ground_beef,parsley
soy_sauce,spring_onion,sesame_oil,beef_tenderloin,oyster
soy_sauce,spring_onion,sesame_oil,flounder,sherry,white,chicken_stock
soy_sauce,spring_onion,sesame_oil,squab,peanut_oil,sherry,star_anise,cinnamon,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,orange_peel,orange,garlic,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,white_turnip,sherry,cabbage,carrot
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken_liver,mushroom,onion,shrimp,water,sherry,vegetable_oil,chicken,white_pepper,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,cauliflower,vinegar,carrot,garlic,broccoli,mushroom
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,romaine_lettuce,chicken,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,spring_roll,cabbage,sesame,pork,white_pepper,mushroom,bamboo_shoot,roll,coriander_seed,hoisin_sauce,shrimp,carrot,garlic,vegetable_oil,bean_sprout,oyster,chicken,celery,white
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,spring_roll,cabbage,sesame,pork,white_pepper,mushroom,bamboo_shoot,roll,coriander_seed,hoisin_sauce,shrimp,carrot,garlic,vegetable_oil,bean_sprout,oyster,chicken,napa
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,egg_yolk,vinegar,flour,coriander_seed,garlic,vegetable_oil,sherry,chicken,pork,shrimp,tomato_ketchup
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,egg_yolk,vinegar,flour,coriander_seed,garlic,vegetable_oil,sherry,chicken,pork,sugar
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,egg_yolk,vinegar,flour,coriander_seed,garlic,vegetable_oil,sherry,chicken,lemon,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,egg_yolk,vinegar,flour,coriander_seed,garlic,vegetable_oil,sherry,chicken,lemon,sugar
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,garlic_chive,pork,cabbage,carrot,napa,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chestnut,celery,pork,mushroom,duck,sherry,chicken,star_anise,chicken_stock,bamboo_shoot,water,ham,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chestnut,celery,pork,mushroom,duck,sherry,chicken,star_anise,chicken_stock,sugar
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tapioca,shrimp,white_pepper,pork,bamboo_shoot,flour,oyster,wine,water,chicken,white
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tapioca,shrimp,white_pepper,pork,bamboo_shoot,flour,oyster,wine,water,wheat_berry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tapioca,shrimp,white_pepper,pork,bamboo_shoot,flour,oyster,wine,lard,chicken,white
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tapioca,shrimp,white_pepper,pork,bamboo_shoot,flour,oyster,wine,lard,wheat_berry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,tapioca,shrimp,white_pepper,coconut_milk,water,chicken
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,curd,sesame,pork,noodle,mushroom,bamboo_shoot,tofu,water,bean,cabbage,bamboo,carrot,oyster,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,lobster,pork,black_bean,coriander_seed,garlic,chicken_stock,white_pepper,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,lobster,pork,black_bean,coriander_seed,garlic,chicken_stock,white_pepper,oyster,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chicken leg,vinegar,sherry,chicken,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,cake,flour,pork,chicken_stock,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,gin,vinegar,flour,star_anise,tofu,honey,bean,garlic,white_pepper,peppercorn,chicken,hoisin_sauce,wine,oyster,chicken_stock,cinnamon
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,gin,vinegar,flour,star_anise,tofu,honey,bean,garlic,white_pepper,peppercorn,chicken,hoisin_sauce,wine,oyster,chicken_stock,pork_loin,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,shoulder,coriander_seed,red_pepper,chicken_stock,vinegar,mushroom,star_anise,bean,orange,carrot,garlic,hoisin_sauce,lamb,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,shoulder,coriander_seed,red_pepper,chicken_stock,vinegar,mushroom,star_anise,bean,orange,carrot,garlic,hoisin_sauce,lamb,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,shoulder,coriander_seed,red_pepper,chicken_stock,vinegar,mushroom,star_anise,bean,orange,carrot,garlic,hoisin_sauce,honey,pork,water,tomato_ketchup,shrimp,peppercorn,oyster,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,shoulder,coriander_seed,red_pepper,chicken_stock,vinegar,mushroom,star_anise,bean,orange,carrot,garlic,hoisin_sauce,honey,pork,water,tomato_ketchup,shrimp,peppercorn,oyster,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,ground_beef,tomato,water,flour,tofu,coriander_seed,bean,white_pepper,vegetable_oil,oyster,chicken_stock,sesame
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,ground_beef,tomato,water,flour,tofu,coriander_seed,bean,white_pepper,vegetable_oil,oyster,chicken_stock,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,wheat_berry,pork,bamboo_shoot,flour,shrimp,white_pepper,oyster,wine,water,sesame,noodle
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,wheat_berry,pork,bamboo_shoot,flour,shrimp,white_pepper,oyster,wine,lard
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,green_bean,vinegar,pork,mushroom,sherry,vegetable_oil,bean,carrot,garlic
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,chive,peppercorn,shrimp,bean_sprout,white_pepper,cabbage
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,chive,peppercorn,shrimp,bean_sprout,white_pepper,lime
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,chive,peppercorn,shrimp,corn_oil,cabbage
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,chive,peppercorn,shrimp,corn_oil,lime
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,bean,cabbage,cucumber,peppercorn,shrimp,vegetable_oil,white_pepper,bean_sprout
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,bean,cabbage,cucumber,peppercorn,shrimp,vegetable_oil,white_pepper,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,bean,cabbage,cucumber,peppercorn,shrimp,corn_oil,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,bean,cabbage,sugar,vegetable_oil,star_anise,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,lime,cucumber,shrimp,peppercorn,bean_sprout,vegetable_oil,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,lime,cucumber,shrimp,peppercorn,star_anise,vegetable_oil,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,noodle,chicken_stock,beef,peanut,lime,cucumber,shrimp,peppercorn,star_anise,corn_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,cider_vinegar,corn_oil,peppercorn,cabbage,chive
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,radish,pork,coriander_seed,carrot,sesame_seed,vinegar,mushroom,red_pepper,cider_vinegar,corn_oil,peppercorn,cabbage,cucumber,star_anise
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,wine_vinegar,pork,red_pepper,garlic,sesame,peppercorn,vegetable_oil,cucumber,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,black_bean,sherry,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,black_bean,wine,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,black_bean,wine,corn_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,lemon,sherry,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,lemon,wine,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,salmon,vinegar,red_pepper,shallot,coriander_seed,white,lemon,wine,corn_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,sirloin_steak
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,cod,white_pepper
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,mung_bean,vinegar,pork,noodle,coriander_seed,shrimp,bean,bean_sprout,chicken_stock,oyster,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,sea_bass,pork,bean,coriander_seed,white_pepper,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,sea_bass,pork,bean,coriander_seed,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,asparagus,crabmeat,white_pepper,white,egg,oyster,tomato,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,asparagus,crabmeat,white_pepper,white,egg,oyster,tomato,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,asparagus,crabmeat,white_pepper,white,egg,oyster,bamboo_shoot,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,asparagus,crabmeat,white_pepper,white,egg,oyster,bamboo_shoot,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,tofu,white_pepper,vegetable_oil,egg,tomato,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,tofu,white_pepper,vegetable_oil,egg,tomato,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,tofu,white_pepper,vegetable_oil,egg,bamboo_shoot,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,tofu,white_pepper,vegetable_oil,egg,bamboo_shoot,ham,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,tofu,white_pepper,vegetable_oil,egg,bamboo_shoot,ham,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,bean,cabbage,corn_oil,tomato,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,crabmeat,white_pepper,vegetable_oil,egg,tomato,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,crabmeat,white_pepper,vegetable_oil,egg,tomato,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,crabmeat,white_pepper,vegetable_oil,egg,bamboo_shoot,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,crabmeat,white_pepper,vegetable_oil,egg,bamboo_shoot,ham,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,white,oyster,crabmeat,white_pepper,vegetable_oil,egg,bamboo_shoot,ham,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,water,lemongrass,tomato,cabbage,corn_oil
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,sweet_basil,tomato,sherry,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,sweet_basil,tomato,corn_oil,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,corn,carrot,shrimp,celery,mushroom,peppercorn,red_pepper,chicken_stock,coriander_seed,pea,noodle,onion,sweet_basil,tomato,corn_oil,lemongrass
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,tomato,sesame,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,tomato,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,bamboo_shoot,sesame,wine,bean_sprout
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,bamboo_shoot,sesame,wine,bamboo
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,bamboo_shoot,sherry,bean_sprout
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,red_pepper,bamboo_shoot,sherry,bamboo
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,stock,sherry,tomato
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,stock,sherry,bamboo_shoot,bean_sprout
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,vegetable,pork,tofu,noodle,mushroom,beef,flour,coriander_seed,shrimp,shallot,bean,carrot,white_pepper,egg,oyster,stock,sherry,bamboo_shoot,bamboo
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,mango,red_pepper,coriander_seed,orange,mint,sugar,coconut_milk
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,mango,red_pepper,coriander_seed,orange,mint,lime,cucumber
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,mango,red_pepper,coriander_seed,orange,mint,lime,coconut_milk
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,mango,red_pepper,coriander_seed,orange,pineapple,lime
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,brown_sugar,pork,flour,orange,wine,star_anise,egg,chicken_stock,cinnamon
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,brown_sugar,pork,flour,orange,wine,star_anise,egg,chicken_stock,tomato_ketchup
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,bacon,pork,mushroom,red_pepper,onion,shallot,bean_sprout,bamboo_shoot,shrimp,peppercorn,vegetable_oil,sherry,egg,oyster
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,carp,pork,flour,vegetable_oil,bean,white_pepper,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,stock,bamboo_shoot,sherry,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,cinnamon,orange,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,cinnamon,orange,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,bamboo_shoot,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,bamboo_shoot,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,orange,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,orange,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,beef,fennel_seed,cinnamon
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,stock,bamboo_shoot,sherry,shrimp
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,cinnamon,orange,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,cinnamon,orange,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,bamboo_shoot,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,bamboo_shoot,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,orange,sherry
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,flour,bean,oyster,chicken_stock,hoisin_sauce,shrimp,orange,wine
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,tangerine,pork,vegetable_oil,star_anise,duck,fennel_seed,cinnamon
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,carrot,asparagus,celery,white,mushroom,red_pepper,shrimp,white_pepper,peppercorn,chicken_stock,oyster,fish,shallot,tomato,sesame,wine,scallop,crabmeat,egg
soy_sauce,spring_onion,sesame_oil,rice,peanut_oil,chilli,chicken,vinegar,garlic,carrot,asparagus,celery,white,mushroom,red_pepper,shrimp,white_pepper,peppercorn,chicken_stock,oyster,fish,shallot,tomato,sesame,wine,beef,pimiento
