Ingredient,Rank,Degree,NumberOfCliques,Size of Largest Maximal Clique
sweet_pepper,71,89,2485,52
semolina,72,88,883,53
saffron,73,87,1027,52
eggplant,74,87,999,52
cream,75,85,608,46
cherry tomato,76,80,1342,47
plain_flour,77,80,393,46
meat,78,80,740,53
globe_artichoke,79,79,916,52
mascarpone,80,77,495,43
lamb,81,76,471,52
dark_chocolate,82,76,603,31
spaghetti,83,76,664,48
brandy,84,76,556,46
salt,85,75,552,50
squid,86,75,665,43
asparagus,87,75,540,50
apple,88,75,443,38
tuna,89,74,1023,47
green_olive,90,74,776,48
coriander_seed,91,73,420,45
tomato_sauce,92,72,470,51
ham,93,70,316,49
fish,94,70,300,43
vegetable,95,69,175,50
mussel,96,69,465,41
sausage,97,68,207,48
shoulder,98,67,224,50
penne,99,67,237,50
bacon,100,65,158,47
green_bean,101,64,343,42
ground_beef,102,64,156,48
white_bread,103,63,146,48
polenta,104,63,120,46
olive,105,62,546,45
cocoa_powder,106,62,371,28
chicken_liver,107,61,162,48
double_cream,108,61,187,38
lard,109,61,113,44
truffle,110,61,192,43
rum,111,60,301,25
juniper_berry,112,60,110,45
radicchio,113,58,88,44
beef_stock,114,58,74,46
cornmeal,115,56,113,42
clam,116,56,100,38
chestnut,117,56,165,38
vanilla_bean,118,55,428,25
cauliflower,119,55,120,42
rabbit,120,55,56,45
pear,121,54,376,28
sweet,122,53,54,44
wine,123,53,99,41
fava_bean,124,51,72,42
pistachio_nut,125,50,55,34
garbanzo,126,50,92,39
cucumber,127,50,75,37
cherry,128,50,178,30
tarragon,129,50,38,43
fig,130,49,244,28
sherry,131,48,16,45
salami,132,48,26,42
linguine,133,48,64,35
white_pepper,134,46,14,42
cabbage,135,45,44,37
turkey,136,45,30,38
hazelnut,137,45,278,25
escarole,138,44,24,38
ginger,139,44,80,31
broccoli,140,43,47,35
duck,141,43,18,37
rigatoni,142,43,8,40
mayonnaise,143,43,68,30
leg,144,43,22,38
whipping_cream,145,42,58,24
scallop,146,42,38,34
pork_loin,147,42,10,39
corn,148,41,26,30
lettuce,149,41,40,33
swordfish,150,40,25,34
drinking_chocolate,151,39,49,24
sultana,152,39,51,27
cooky,153,39,139,26
vanilla_extract,154,39,69,24
green_pepper,155,39,12,34
grain,156,38,12,34
pumpkin,157,38,22,33
sunflower_oil,158,38,40,31
beetroot,159,37,25,31
fillet,160,37,24,31
tagliatelle,161,37,12,33
sardine,162,37,12,33
herb,163,37,8,35
orange_peel,164,36,28,25
currant,165,36,15,30
hard_wheat,166,35,5,33
octopus,167,35,12,31
goat_cheese,168,35,7,31
leafy_vegetable,169,35,4,34
hard-cooked_egg,170,34,16,29
grape,171,34,39,27
pastry,172,34,29,25
cumin_seed,173,34,20,27
wheat_flour,174,33,2,33
liver,175,33,8,30
grappa,176,33,58,25
apricot,177,33,50,22
artichoke_heart,178,33,6,31
butternut_squash,179,33,5,31
jelly,180,32,41,20
kosher,181,32,8,30
lobster,182,32,12,28
lentil,183,32,16,28
lime,184,32,25,21
granulated_sugar,185,31,17,24
peach,186,31,69,19
monkfish,187,30,4,29
strawberry,188,30,47,18
salmon,189,29,4,27
rock,190,29,4,28
cod,191,29,4,28
crabmeat,192,29,14,24
fettuccine,193,29,4,28
dill_weed,194,28,6,25
prune,195,27,19,21
sea_bass,196,27,4,26
baguette,197,27,2,27
mullet,198,26,4,25
salt_cod,199,26,2,26
lasagne,200,26,4,25
coffee,201,26,8,22
raspberry,202,26,28,18
rib,203,26,4,25
berry,204,26,19,19
patty,205,25,6,20
citron,206,24,3,23
loin,207,24,6,22
cranberry,208,24,8,21
celery_root,209,23,2,23
juice,210,23,6,20
romaine_lettuce,211,23,14,19
sourdough_bread,212,23,1,24
white_bean,213,23,4,22
radish,214,23,6,21
littleneck_clam,215,23,3,22
star_anise,216,23,12,18
white_turnip,217,22,10,19
chervil,218,21,2,21
tripe,219,21,6,19
allspice,220,21,17,16
single_cream,221,21,8,18
crystallized_fruit,222,21,2,21
curly_endive,223,21,4,20
quail,224,21,2,21
sweetbread,225,20,3,19
kale,226,20,2,20
espresso,227,20,5,17
ziti,228,19,2,19
pheasant,229,18,6,16
pork_sausage,230,18,2,18
pork_belly,231,18,2,18
venison,232,18,2,18
wheat_berry,233,17,4,15
steak,234,17,2,17
sea_scallop,235,17,1,18
powdered_milk,236,17,11,11
eel,237,17,2,17
corn_syrup,238,17,8,15
couscous,239,17,2,17
broccoli_rabe,240,17,1,18
buffalo,241,16,1,17
sole,242,16,2,16
spaghettini,243,16,1,17
icing_sugar,244,16,2,16
gherkin,245,15,2,15
marrow,246,15,4,14
cardoon,247,15,1,16
rump,248,15,2,15
curry_powder,249,15,4,14
pizza,250,15,1,16
macaroni,251,15,4,14
plum,252,15,3,14
squab,253,15,2,15
liqueur,254,14,2,14
salt_pork,255,14,2,14
almond_extract,256,14,1,15
water,257,14,2,14
watercress,258,14,2,14
brain,259,13,2,13
blueberry,260,13,3,12
pearl_barley,261,13,2,13
cardamom,262,13,5,11
soured_cream,263,13,1,14
snapper,264,12,4,11
orange_juice,265,12,2,12
brisket,266,12,2,12
parsnip,267,12,4,11
aniseed,268,12,1,13
red_snapper,269,12,4,11
mustard_greens,270,11,4,9
canola_oil,271,11,1,12
barley,272,11,5,8
anchovy_paste,273,11,1,12
sparerib,274,11,2,11
langoustine,275,11,2,11
blackberry,276,11,2,11
avocado,277,11,2,11
sirloin,278,11,2,11
sea_bream,279,11,1,12
bouillon_cube,280,11,5,9
dry_vermouth,281,11,2,11
yogurt,282,11,2,11
banana,283,11,2,11
vodka,284,11,3,10
tongue,285,10,2,10
scampi,286,10,1,11
horseradish,287,10,2,10
whole_wheat_flour,288,10,1,11
tart,289,10,1,11
ladyfinger,290,10,1,11
capon,291,9,2,9
trout,292,9,1,10
grated_cheese,293,9,1,10
marinara,294,9,1,10
sponge_cake,295,9,2,9
halibut,296,9,1,10
borage,297,8,1,9
lemon_peel,298,8,1,9
top_round,299,8,2,8
yellow_squash,300,8,1,9
farfalle,301,8,1,9
sausage_meat,302,8,2,8
quince,303,8,1,9
cider_vinegar,304,8,2,8
string_bean,305,8,2,8
syrup,306,8,2,8
soy_sauce,307,8,2,8
mustard_seed,308,8,2,8
fowl,309,8,2,8
brown_sugar,310,8,1,9
buckwheat,311,8,1,9
vermouth,312,7,1,8
chuck,313,7,2,7
orange_liqueur,314,7,1,8
dried_apricot,315,7,1,8
peanut_oil,316,7,1,8
beer,317,6,1,7
sour_cherry,318,6,2,6
grouper,319,6,1,7
cherry pepper,320,6,1,7
buttermilk,321,6,1,7
rye,322,6,2,6
cream_cheese,323,6,1,7
date,324,6,1,7
leg_of_lamb,325,6,1,7
red_cabbage,326,6,2,6
oyster mushroom,327,5,1,6
roll,328,5,1,6
squash,329,5,1,6
lemon_extract,330,5,1,6
snail,331,5,1,6
swiss_chard,332,5,2,5
gum,333,5,2,5
mackerel,334,5,1,6
turmeric,335,5,1,6
vermicelli,336,5,1,6
lamb_chop,337,5,1,6
smoked_salmon,338,5,2,5
wheat_germ,339,5,1,6
sandwich,340,5,1,6
chicken leg,341,5,1,6
savory,342,4,1,5
short_ribs,343,4,2,4
beef_tongue,344,4,2,4
pomegranate,345,4,2,4
sparkling_water,346,4,1,5
kidney_bean,347,4,1,5
sesame_seed,348,4,1,5
tapioca,349,4,2,4
salad_green,350,4,1,5
seafood,351,4,1,5
tortilla,352,4,1,5
mutton,353,4,1,5
goose,354,4,2,4
ice_cream,355,4,1,5
guinea_hen,356,4,1,5
dry_mustard,357,4,1,5
watermelon,358,4,2,4
fatback,359,4,1,5
dandelion_green,360,4,1,5
sesame_oil,361,4,1,5
spiny_lobster,362,3,1,4
anisette,363,3,1,4
sprinkle,364,3,1,4
cantaloupe,365,3,2,3
cheddar_cheese,366,3,1,4
brown_rice,367,3,1,4
caraway_seed,368,3,2,3
haricot,369,3,1,4
summer_squash,370,3,1,4
instant_coffee,371,3,1,4
shellfish,372,3,1,4
milk_chocolate,373,3,1,4
lima_bean,374,3,1,4
beef_tenderloin,375,3,1,4
orzo,376,3,1,4
round,377,3,1,4
mace,378,3,1,4
oyster,379,3,1,4
sauerkraut,380,3,1,4
dill_pickle,381,3,1,4
wood_sorrel,382,2,1,3
coconut,383,2,1,3
bitter,384,2,1,3
bay_scallop,385,2,1,3
bouillon,386,2,1,3
porterhouse_steak,387,2,1,3
self-rising_flour,388,2,1,3
grain alcohol,389,2,1,3
food_colouring,390,2,1,3
mince,391,2,1,3
jam,392,2,1,3
pineapple,393,2,1,3
honeycomb_tripe,394,2,1,3
tomato_juice,395,2,1,3
turbot,396,2,1,3
porterhouse,397,2,1,3
navel_orange,398,2,1,3
melon,399,2,2,2
tangerine,400,2,1,3
rhubarb,401,2,1,3
bottom_round,402,2,1,3
latte,403,2,1,3
edible,404,1,1,2
pickle,405,1,1,2
candied_citrus_peel,406,1,1,2
perch,407,1,1,2
porgy,408,1,1,2
sour,409,1,1,2
graham_cracker,410,1,1,2
lobster_tail,411,1,1,2
grapefruit,412,1,1,2
iceberg_lettuce,413,1,1,2
white_chocolate,414,1,1,2
suckling_pig,415,1,1,2
hake,416,1,1,2
mango,417,1,1,2
sashimi,418,1,1,2
rape,419,1,1,2
beefsteak tomato,420,1,1,2
roast_pork,421,1,1,2
walnut_oil,422,1,1,2
stock_cube,423,1,1,2
tortellini,424,1,1,2
grouse,425,1,1,2
simple,426,1,1,2
pork_tenderloin,427,1,1,2
safflower_oil,428,1,1,2
partridge,429,1,1,2
meal,430,1,1,2
noodle,431,1,1,2
stockfish,432,1,1,2
coffee_liqueur,433,1,1,2
yellow_bean,434,1,1,2
cider,435,1,1,2
chorizo,436,1,1,2
sweet potato,437,1,1,2
tenderloin,438,1,1,2
flank_steak,439,1,1,2
whitebait,440,1,1,2
puff,441,1,1,2
molasses,442,1,1,2
corn_oil,443,1,1,2
nectarine,444,1,1,2
kirsch,445,1,1,2
whole_wheat_bread,446,1,1,2
cherrystone_clam,447,1,1,2
striped_bass,448,1,1,2
