Cuisine,closeness,betweeness
italian,0.37679,0
italian,0.59973,0.0093937
italian,0.61964,0.0057798
italian,0.39929,0
italian,0.45298,0
italian,0.51317,0.0016164
italian,0.47508,0.00038303
italian,0.50507,0.0045156
italian,0.57956,0.0053441
italian,0.45344,0
italian,0.43453,0.0001991
italian,0.43453,0
italian,0.43922,0
italian,0.46281,0
italian,0.48643,0
italian,0.49667,1.7148e-05
italian,0.51259,9.7972e-07
italian,0.56637,0.003421
italian,0.48962,1.6737e-05
italian,0.52768,0.0048544
italian,0.38654,0
italian,0.66667,0.019146
italian,0.43243,0
italian,0.47158,2.0807e-07
italian,0.45482,0
italian,0.4047,0
italian,0.64834,0.015422
italian,0.44444,0
italian,0.46425,1.9067e-06
italian,0.5045,0.0022775
italian,0.39929,0
italian,0.51912,0.00011429
italian,0.52214,6.9504e-05
italian,0.53653,0.00068975
italian,0.46473,0
italian,0.43453,0
italian,0.37774,0
italian,0.47812,2.9349e-06
italian,0.60377,0.010547
italian,0.42105,0
italian,0.44008,0.0044643
italian,0.57806,0.0028517
italian,0.58947,0.0070061
italian,0.44181,0
italian,0.43879,0
italian,0.31046,0
italian,0.4766,5.1156e-06
italian,0.58333,0.038426
italian,0.69782,0.037803
italian,0.40951,0
italian,0.52955,0.00025359
italian,0.56997,0.011996
italian,0.50909,1.5762e-05
italian,0.55652,0.0018078
italian,0.4036,0
italian,0.39367,7.0811e-07
italian,0.44051,0
italian,0.66568,0.019155
italian,0.44051,0
italian,0.48276,7.2348e-06
italian,0.60054,0.0043544
italian,0.47508,4.3942e-07
italian,0.42505,0
italian,0.43453,0
italian,0.42871,0
italian,0.43369,0
italian,0.41791,0
italian,0.43879,0
italian,0.51912,0.0045622
italian,0.44935,0
italian,0.44935,6.0471e-05
italian,0.4838,9.7733e-07
italian,0.43243,0
italian,0.47158,0
italian,0.45298,0
italian,0.44935,0
italian,0.40252,7.115e-07
italian,0.51317,4.398e-05
italian,0.48224,0
italian,0.38095,0
italian,0.49723,2.3992e-05
italian,0.46764,1.9583e-07
italian,0.41597,0
italian,0.6474,0.0138
italian,0.49069,0.00013056
italian,0.50281,5.4912e-06
italian,0.50168,6.3266e-05
italian,0.49069,9.2678e-05
italian,0.54237,0.00054896
italian,0.33583,0
italian,0.49231,4.2672e-05
italian,0.36872,0
italian,0.29454,0
italian,0.52214,9.0911e-05
italian,0.45855,0
italian,0.50507,2.073e-05
italian,0.5283,0.00044855
italian,0.60541,0.005318
italian,0.49889,1.4004e-05
italian,0.57216,0.019378
italian,0.47558,1.9583e-07
italian,0.50621,1.7115e-05
italian,0.43453,0
italian,0.44269,0
italian,0.45207,0
italian,0.47407,0
italian,0.64928,0.022587
italian,0.60705,0.0071697
italian,0.59733,0.0043455
italian,0.59973,0.0048935
italian,0.46281,0
italian,0.43665,0
italian,0.49667,4.4301e-06
italian,0.39024,0
italian,0.4838,1.0743e-05
italian,0.45575,0.00083435
italian,0.46911,0
italian,0.48962,0
italian,0.52521,0.00041498
italian,0.48172,0
italian,0.47257,1.7921e-06
italian,0.45761,0
italian,0.49778,0.00057195
italian,0.47009,1.2642e-07
italian,0.41139,0
italian,0.52459,0.0037989
italian,0.49069,1.1026e-06
italian,0.45344,0
italian,0.39716,3.3977e-06
italian,0.47357,0
italian,0.65022,0.014415
italian,0.34568,0
italian,0.52768,0.0046522
italian,0.37742,0
italian,0.50394,0.0044764
italian,0.40876,0
italian,0.64092,0.024925
italian,0.36334,0
italian,0.50794,0.001078
italian,0.5751,0.0069227
italian,0.5045,3.8004e-05
italian,0.46667,0
italian,0.47357,0.00012254
italian,0.54969,0.00057741
italian,0.46329,0
italian,0.54634,0.001267
italian,0.53524,0.0021288
italian,0.45161,3.8412e-07
italian,0.41328,0
italian,0.39092,0
italian,0.52582,0.00010772
italian,0.51494,0.00099021
italian,0.37774,0
italian,0.49723,1.3433e-05
italian,0.59259,0.0030584
italian,0.51613,0.0010469
italian,0.50394,1.2754e-05
italian,0.41987,0
italian,0.51259,0.00024835
italian,0.54568,0.0011333
italian,0.43453,0
italian,0.52706,3.7655e-05
italian,0.4036,0
italian,0.72375,0.059404
italian,0.47208,0
italian,0.47257,0
italian,0.45949,5.684e-05
italian,0.44666,2.1972e-06
italian,0.51025,4.7696e-06
italian,0.51083,6.8264e-05
italian,0.37966,0
italian,0.49285,2.5232e-07
italian,0.45621,1.2294e-05
italian,0.36452,0
italian,0.39024,0
italian,0.52154,2.8278e-05
italian,0.45253,0
italian,0.52706,0.00026339
italian,0.51972,9.6066e-05
italian,0.43411,0
italian,0.55514,0.00089103
italian,0.46764,0
italian,0.51259,4.3878e-05
italian,0.49339,0.00075189
italian,0.49667,1.4906e-07
italian,0.49889,2.7466e-06
italian,0.46911,8.3227e-07
italian,0.51852,0.0075576
italian,0.47307,0
italian,0.46618,6.458e-05
italian,0.45253,1.7382e-06
italian,0.4771,1.8537e-05
italian,0.4498,0.0044656
italian,0.5586,0.0028175
italian,0.48962,7.6922e-06
italian,0.54634,0.0009777
italian,0.43243,0
italian,0.45298,0
italian,0.43453,0
italian,0.4859,3.3577e-06
italian,0.43453,0
italian,0.46377,1.5182e-06
italian,0.48962,1.0016e-05
italian,0.36542,0
italian,0.76712,0.12806
italian,0.48172,1.9352e-06
italian,0.52521,5.3715e-05
italian,0.38754,0
italian,0.53461,0.0001973
italian,0.45528,9.0793e-07
italian,0.4812,3.6016e-07
italian,0.57289,0.0023583
italian,0.40107,5.7704e-06
italian,0.47609,0.00019014
italian,0.59181,0.0032988
italian,0.47761,0
italian,0.4657,0
italian,0.49394,9.3916e-07
italian,0.44138,0
italian,0.46667,7.8858e-05
italian,0.46667,7.4008e-07
italian,0.47257,0.00012048
italian,0.34595,0
italian,0.52214,0.0001805
italian,0.50794,4.5204e-05
italian,0.48224,6.1078e-06
italian,0.46377,0
italian,0.45344,0
italian,0.45949,0
italian,0.52398,0.00016669
italian,0.54501,0.0027319
italian,0.49015,3.8447e-06
italian,0.71111,0.060473
italian,0.4838,2.5268e-05
italian,0.47357,7.4984e-05
italian,0.45116,0
italian,0.54568,0.00052688
italian,0.47009,0
italian,0.49889,5.7558e-05
italian,0.49944,8.8861e-06
italian,0.45344,0
italian,0.48908,5.6863e-05
italian,0.46618,0
italian,0.44577,0
italian,0.37521,0
italian,0.51435,0.00074445
italian,0.53911,0.00064657
italian,0.48908,2.3959e-07
italian,0.49778,1.0969e-05
italian,0.62657,0.011423
italian,0.42384,0
italian,0.48069,0
french,0.47245,3.1686e-07
french,0.4781,2.5163e-07
french,0.45978,0
french,0.46739,1.7489e-07
french,0.48388,1.1754e-06
french,0.49333,1.7786e-06
french,0.42667,0
french,0.41959,0
french,0.62501,0.028312
french,0.4461,6.4913e-07
french,0.50001,0.00010358
french,0.4305,1.4329e-06
french,0.36309,0
french,0.44987,3.8888e-07
french,0.51614,0.00017065
french,0.43283,0
french,0.48194,3.181e-05
french,0.43479,0
french,0.53572,0.0021561
french,0.45585,0
french,0.41704,0
french,0.51837,0.00011527
french,0.41273,0
french,0.38431,0
french,0.49081,4.6756e-06
french,0.45846,9.9774e-06
french,0.34237,0
french,0.57212,0.012339
french,0.46739,4.8439e-07
french,0.48881,8.8572e-06
french,0.46876,0.00010333
french,0.56405,0.012597
french,0.58395,0.0089117
french,0.3967,0
french,0.50474,0.00025122
french,0.44861,0
french,0.44322,7.4957e-06
french,0.50105,8.7868e-05
french,0.45978,0
french,0.58324,0.0034096
french,0.51393,0.0028724
french,0.43717,0
french,0.50634,0.00011616
french,0.43127,0
french,0.51065,0.00014271
french,0.53513,0.00077246
french,0.49181,0.00043071
french,0.49793,3.9757e-05
french,0.53216,0.00036163
french,0.44903,1.0968e-07
french,0.48242,1.2926e-06
french,0.44445,0
french,0.43637,0
french,0.60076,0.015847
french,0.43637,0
french,0.40473,0
french,0.56472,0.0062849
french,0.41097,0
french,0.52005,0.0044304
french,0.48049,8.4294e-06
french,0.5694,0.0098756
french,0.42479,0
french,0.4903,0.0041333
french,0.43597,1.0968e-07
french,0.62746,0.021001
french,0.54423,0.0009094
french,0.43836,0
french,0.42366,0
french,0.54608,0.0053248
french,0.47905,9.1221e-06
french,0.40748,0
french,0.4424,0
french,0.44735,4.3861e-05
french,0.50795,0.00036704
french,0.38524,0
french,0.40782,0
french,0.4218,0
french,0.43917,0
french,0.37384,0
french,0.46648,0
french,0.51393,0.00011984
french,0.48339,4.7587e-06
french,0.47479,1.3632e-06
french,0.37501,0
french,0.41704,0
french,0.43917,0
french,0.46558,9.8979e-07
french,0.43127,0
french,0.45934,0
french,0.40852,0
french,0.37355,0
french,0.54546,0.0011579
french,0.47245,2.0099e-06
french,0.54238,0.0064806
french,0.69265,0.039694
french,0.43361,0
french,0.53394,0.00041313
french,0.62828,0.026362
french,0.4344,0
french,0.52575,0.0001269
french,0.42254,0
french,0.44037,0
french,0.54546,0.0011733
french,0.4218,0
french,0.36309,0
french,0.46467,0
french,0.5101,4.3092e-05
french,0.37856,0
french,0.44528,0
french,0.46876,7.3239e-07
french,0.66761,0.035386
french,0.42592,0
french,0.49485,0.00016151
french,0.4218,0
french,0.39025,0
french,0.65042,0.032167
french,0.46378,7.7444e-06
french,0.52403,0.00035181
french,0.42554,0
french,0.48097,5.8474e-06
french,0.37355,0
french,0.36254,0
french,0.47905,8.3429e-06
french,0.36364,0
french,0.44159,0
french,0.47953,0
french,0.45715,1.5687e-05
french,0.52575,0.00098486
french,0.553,0.00094219
french,0.44281,0
french,0.48633,3.1884e-05
french,0.50001,2.8281e-05
french,0.47432,5.7535e-06
french,0.45156,0.00015476
french,0.64344,0.053761
french,0.41886,0
french,0.40303,0
french,0.56472,0.0028625
french,0.53334,0.0048887
french,0.5021,0.00012413
french,0.70177,0.050856
french,0.54055,0.00048464
french,0.47857,4.5995e-06
french,0.44569,0
french,0.47526,1.3024e-06
french,0.51503,0.00041508
french,0.35635,0
french,0.54546,0.00069179
french,0.39442,0
french,0.53453,0.0006252
french,0.50158,3.8396e-05
french,0.50848,0.0017655
french,0.47338,5.1094e-07
french,0.37355,0
french,0.44861,0
french,0.0020661,0
french,0.45369,0.00022445
french,0.3912,0
french,0.3352,0
french,0.40473,0
french,0.47479,0
french,0.40168,0
french,0.45029,0.00031514
french,0.3514,0
french,0.44569,0.00015255
french,0.49793,0.00010019
french,0.43637,0
french,0.40713,0
french,0.47385,0
french,0.44486,0
french,0.53873,0.0028235
french,0.5269,0.0013434
french,0.51725,0.00032669
french,0.45114,0
french,0.4969,1.3717e-05
french,0.41202,0
french,0.52175,0.00031771
french,0.47762,0
french,0.45585,0
french,0.4218,0
french,0.48145,0
french,0.51174,0.00013234
french,0.5304,0.00035287
french,0.47526,2.8926e-05
french,0.44987,0
french,0.37355,0
french,0.66668,0.027629
french,0.45199,0.0082223
french,0.47385,3.9544e-05
french,0.68086,0.047301
french,0.66854,0.023882
french,0.4424,8.5159e-06
french,0.51949,0.0001268
french,0.47245,0
french,0.51283,0.00027461
french,0.43089,0
french,0.41061,0
french,0.50634,0.00051137
french,0.46066,0
french,0.37975,0
french,0.34189,0
french,0.48339,0.0010499
french,0.0020661,0
french,0.60454,0.0070518
french,0.54858,0.001085
french,0.44037,4.4098e-05
french,0.44322,0
french,0.55492,0.0057713
french,0.4903,4.2257e-05
french,0.53098,0.0065158
french,0.57763,0.0042217
french,0.53513,0.0011894
french,0.44528,0
french,0.46693,1.3557e-06
french,0.46022,0
french,0.46333,0
french,0.43205,0.00018485
french,0.45715,0
french,0.50474,0.00015444
french,0.49742,4.2449e-05
french,0.553,0.0011547
french,0.3721,0
french,0.31109,0
french,0.47526,0
french,0.51338,0.00010925
french,0.51614,0.0010349
french,0.47667,1.8531e-05
french,0.51228,0.00029665
french,0.34262,0
french,0.62664,0.012379
french,0.41959,0
french,0.51781,9.4999e-05
french,0.50105,0.00041893
french,0.46199,0
french,0.6242,0.011409
french,0.34758,0
french,0.45542,7.997e-06
french,0.4218,0
french,0.45978,0.00010265
french,0.37501,0
french,0.4903,0.00029202
french,0.52346,0.001289
french,0.45715,0
french,0.42366,0
french,0.43518,4.9871e-07
french,0.45802,1.5555e-07
french,0.52864,0.00031812
french,0.56739,0.0025618
french,0.36337,0
french,0.4218,0
french,0.37413,0
french,0.4218,0
french,0.59703,0.059292
french,0.64691,0.015457
french,0.3912,0
french,0.4218,0
french,0.41704,0
french,0.56538,0.0094645
french,0.49131,1.7401e-05
french,0.5269,0.0045891
french,0.49485,0.00014528
french,0.37384,0
french,0.31979,0
french,0.48881,6.7649e-06
french,0.49639,5.9586e-05
french,0.47715,0
french,0.4424,0
french,0.50315,0.00010035
french,0.43089,0
french,0.59777,0.011754
french,0.43205,0
french,0.4589,0
french,0.44159,0
french,0.43597,1.2222e-06
french,0.37038,0
french,0.40168,0
french,0.34483,0
french,0.42705,1.7961e-06
french,0.45327,0
french,0.51669,0.00055685
french,0.4218,0
french,0.44819,2.766e-06
french,0.47152,3.3079e-06
french,0.44404,0
french,0.47667,0
french,0.44861,0
french,0.442,0
french,0.4969,1.5899e-05
french,0.4898,1.1688e-05
french,0.44037,0
french,0.5058,0.00011712
french,0.42516,1.9675e-06
french,0.44861,0
french,0.6828,0.032115
french,0.54921,0.0019773
french,0.41273,0
french,0.50474,0.0041499
french,0.50527,0.00024384
french,0.50956,6.1562e-05
french,0.50001,0.0002979
french,0.44735,0
french,0.44694,5.1128e-06
french,0.49282,0.00050678
french,0.31109,0
french,0.44445,0
french,0.42896,0
french,0.49485,1.535e-05
french,0.54484,0.0015595
french,0.53513,0.00034458
french,0.49536,5.1112e-05
french,0.42366,0
french,0.48682,2.9164e-06
french,0.48194,9.79e-06
french,0.46512,1.307e-05
french,0.47198,0
french,0.4706,2.2012e-05
french,0.33661,0
french,0.58253,0.010578
french,0.65845,0.023683
french,0.62911,0.015394
french,0.43244,0
french,0.56538,0.0026024
french,0.3912,0
french,0.58969,0.015417
french,0.48097,3.026e-06
french,0.57076,0.016277
french,0.43011,0
french,0.4218,0
french,0.47385,3.2905e-07
french,0.38248,2.8518e-06
french,0.43917,0
french,0.4461,0
french,0.37384,0
french,0.55237,0.0010672
french,0.46876,0
french,0.48931,3.8094e-06
french,0.44987,0
french,0.48339,4.9097e-06
french,0.49485,1.1783e-05
french,0.44404,0
french,0.52118,0.0032618
french,0.47479,0
french,0.45846,0.00012792
french,0.51228,0.00014385
french,0.34658,0
french,0.47715,0
french,0.46558,0
french,0.37066,0
french,0.64604,0.018232
french,0.38493,0
french,0.41595,0
french,0.48535,2.5785e-05
french,0.40269,0
french,0.46512,0
french,0.36091,0
french,0.43205,0
french,0.4461,9.4572e-06
french,0.37239,0
french,0.36782,0
french,0.5246,0.0016904
french,0.59334,0.014108
french,0.46467,1.6151e-06
french,0.43677,0
french,0.47152,0
french,0.49333,7.4154e-06
french,0.52005,0.00011563
french,0.49282,1.7848e-05
french,0.56472,0.0044049
french,0.64258,0.013847
french,0.38742,0
french,0.40439,4.2496e-05
french,0.41667,0
french,0.40991,0
french,0.46378,3.8024e-07
french,0.4762,2.4444e-07
french,0.48486,3.5653e-06
french,0.47245,0
french,0.52864,0.00055367
french,0.50848,5.0384e-05
french,0.4424,0
french,0.48486,9.7395e-06
french,0.46876,1.6427e-06
french,0.5269,0.00038901
french,0.47106,4.0804e-06
french,0.73621,0.082523
french,0.31048,0
french,0.44569,0
french,0.47291,3.3266e-07
french,0.43089,0
french,0.41167,0
french,0.54423,0.0003656
french,0.4461,1.0968e-07
french,0.34237,0
french,0.51725,0.00079127
french,0.49384,7.0219e-06
french,0.51725,9.9426e-05
french,0.44819,0
french,0.46333,3.2951e-07
french,0.51503,0.00012395
french,0.54177,0.0045767
french,0.49131,6.8283e-06
french,0.42069,0
french,0.53752,0.00091407
french,0.47526,4.045e-07
french,0.47198,1.7274e-06
french,0.44078,0
french,0.47152,0.00061996
french,0.5058,0.00034756
french,0.46693,0
french,0.4781,0
french,0.46922,0.0010713
french,0.45455,0
french,0.52118,0.015292
french,0.47479,0.0011732
french,0.4781,8.026e-07
french,0.543,0.0013671
french,0.45802,0
french,0.44404,1.313e-06
french,0.52748,0.000587
french,0.50795,0.0042779
french,0.46378,0
french,0.58324,0.0049105
french,0.44118,0
french,0.47385,0
french,0.40001,0
french,0.4138,0
french,0.50105,2.35e-05
french,0.3721,0
french,0.73061,0.097989
french,0.45071,0.0041393
french,0.47715,3.1613e-06
french,0.52288,7.2716e-05
french,0.48242,1.4758e-06
french,0.43244,0
french,0.51837,0.00010397
french,0.47762,9.8437e-05
french,0.47715,0
french,0.55685,0.0015894
french,0.37355,0
french,0.4683,0.0002515
french,0.55047,0.0035616
french,0.42896,0
french,0.38742,0
french,0.48931,5.3472e-06
french,0.47245,0
french,0.48781,1.8337e-06
french,0.45029,1.9477e-07
french,0.47338,0.00036235
french,0.46022,0
french,0.4706,0.0043615
french,0.42366,0
french,0.43558,0
french,0.47953,3.5155e-05
french,0.48001,0.0012263
french,0.43677,6.111e-07
french,0.45412,0.00067207
french,0.43836,0
french,0.40405,0
french,0.37009,0
french,0.59334,0.0069424
french,0.43361,0
french,0.50474,5.1144e-05
french,0.65307,0.02709
french,0.47573,3.7586e-05
french,0.47152,0.00077754
french,0.54423,0.0012069
french,0.47573,4.9058e-06
french,0.50368,0.0003598
french,0.34237,0
french,0.43089,0
french,0.51669,0.0001268
french,0.49588,1.8413e-05
french,0.47953,3.6025e-06
french,0.43283,0
french,0.51503,0.00062657
french,0.53692,0.0010375
french,0.43283,0
french,0.4305,0
french,0.45759,0
french,0.6242,0.011218
french,0.44777,7.7481e-05
french,0.41595,0
french,0.32877,0
french,0.36364,0
french,0.50741,4.7651e-05
