Cuisine,degree,eigen
indian,0.013187,0.0063076
indian,0.0043956,0.00094153
indian,0.0043956,0.0026563
indian,0.068132,0.032438
indian,0.01978,0.010714
indian,0.0021978,0.0013297
indian,0.021978,0.011488
indian,0.046154,0.017839
indian,0.021978,0.012186
indian,0.015385,0.0084653
indian,0.0065934,0.0036834
indian,0.010989,0.0061851
indian,0.059341,0.027492
indian,0.037363,0.017695
indian,0.30549,0.096734
indian,0.0087912,0.0048046
indian,0.030769,0.016723
indian,0.015385,0.0068315
indian,0.23077,0.08174
indian,0.010989,0.0060911
indian,0.0065934,0.0036849
indian,0.013187,0.004593
indian,0.074725,0.031439
indian,0.037363,0.011254
indian,0.094505,0.042232
indian,0.043956,0.021921
indian,0.25275,0.082311
indian,0.013187,0.0057387
indian,0.050549,0.0211
indian,0.12967,0.050311
indian,0.041758,0.018698
indian,0.0043956,0.0026563
indian,0.41319,0.11034
indian,0.021978,0.011601
indian,0.0087912,0.0024654
indian,0.046154,0.022106
indian,0.09011,0.040023
indian,0.0087912,0.0048874
indian,0.015385,0.0042367
indian,0.0021978,0.0013267
indian,0.035165,0.014585
indian,0.030769,0.016593
indian,0.013187,0.0068082
indian,0.23736,0.082715
indian,0.015385,0.0045251
indian,0.076923,0.035837
indian,0.0021978,0.0013297
indian,0.030769,0.015837
indian,0.010989,0.0052986
indian,0.017582,0.0093264
indian,0.0065934,0.003836
indian,0.026374,0.012955
indian,0.063736,0.026913
indian,0.015385,0.007782
indian,0.043956,0.019532
indian,0.43297,0.11298
indian,0.052747,0.015198
indian,0.0021978,0.0012099
indian,0.03956,0.020005
indian,0.30549,0.094954
indian,0.01978,0.0066996
indian,0.1978,0.072764
indian,0.01978,0.010333
indian,0.065934,0.030229
indian,0.16044,0.060548
indian,0.36484,0.10275
indian,0.015385,0.0059832
indian,0.076923,0.026752
indian,0.0021978,0.0013297
indian,0.31209,0.093145
indian,0.0087912,0.005171
indian,0.010989,0.0063189
indian,0.032967,0.015669
indian,0.19121,0.070045
indian,0.024176,0.011214
indian,0.074725,0.03341
indian,0.01978,0.010458
indian,0.074725,0.028706
indian,0.0065934,0.0037548
indian,0.03956,0.017652
indian,0.12308,0.053226
indian,0.0043956,0.002389
indian,0.0043956,0.00081616
indian,0.44835,0.11541
indian,0.32088,0.094883
indian,0.050549,0.024147
chinese,0.010661,0.0059223
chinese,0.0042644,0.0025394
chinese,0.029851,0.014949
chinese,0.0085288,0.0052212
chinese,0.13433,0.0477
chinese,0.031983,0.014242
chinese,0.031983,0.017884
chinese,0.20896,0.077705
chinese,0.03838,0.019566
chinese,0.070362,0.033905
chinese,0.0042644,0.0019589
chinese,0.1258,0.052191
chinese,0.012793,0.0072376
chinese,0.093817,0.04319
chinese,0.0042644,0.002361
chinese,0.12793,0.055821
chinese,0.010661,0.0034767
chinese,0.16631,0.065335
chinese,0.11087,0.050436
chinese,0.0063966,0.00050461
chinese,0.017058,0.0098155
chinese,0.01919,0.010992
chinese,0.0021322,0.00042759
chinese,0.44563,0.11886
chinese,0.046908,0.023088
chinese,0.16631,0.0597
chinese,0.12367,0.053972
chinese,0.0021322,0.00042759
chinese,0.025586,0.004848
chinese,0.20256,0.075239
chinese,0.10874,0.046479
chinese,0.027719,0.013399
chinese,0.0021322,0.00010205
chinese,0.72068,0.13683
chinese,0.14499,0.06082
chinese,0.021322,0.012113
chinese,0.053305,0.022674
chinese,0.042644,0.019022
chinese,0.025586,0.01317
chinese,0.10661,0.047422
chinese,0.093817,0.042581
chinese,0.014925,0.0077903
chinese,0.28998,0.095904
chinese,0.051173,0.025865
chinese,0.017058,0.0073308
chinese,0.52452,0.12522
chinese,0.0063966,0.003726
chinese,0.10874,0.036112
chinese,0.0085288,0.0024845
chinese,0.31557,0.091086
chinese,0.010661,0.0058814
chinese,0.066098,0.030929
chinese,0.0085288,0.0031096
chinese,0.055437,0.018353
chinese,0.0042644,0.0024661
chinese,0.1855,0.072902
chinese,0.17697,0.065846
chinese,0.10235,0.045217
chinese,0.27719,0.088974
chinese,0.091684,0.042821
chinese,0.0063966,0.0031854
chinese,0.26013,0.083201
chinese,0.061834,0.030554
chinese,0.042644,0.015674
chinese,0.0085288,0.0042057
chinese,0.1194,0.053485
chinese,0.0085288,0.0047906
chinese,0.0021322,0.0010338
chinese,0.095949,0.042746
chinese,0.010661,0.0061415
chinese,0.13006,0.053202
chinese,0.24733,0.083093
chinese,0.012793,0.0034885
chinese,0.01919,0.010628
chinese,0.010661,0.0014527
chinese,0.0042644,0.002403
chinese,0.0063966,0.0031601
chinese,0.0042644,0.0023875
chinese,0.0063966,0.0034589
chinese,0.12367,0.05255
chinese,0.076759,0.03251
chinese,0.010661,0.0056807
chinese,0.0042644,0.0013135
chinese,0.098081,0.043031
chinese,0.034115,0.010507
chinese,0.21109,0.076004
chinese,0.29851,0.093185
chinese,0.48188,0.12114
chinese,0.017058,0.0086608
chinese,0.17058,0.064538
chinese,0.14499,0.046003
chinese,0.0042644,0.0011466
chinese,0.072495,0.033693
chinese,0.0063966,0.0035731
chinese,0.0021322,0.0012754
chinese,0.19829,0.073552
chinese,0.010661,0.005987
chinese,0.010661,0.0028353
chinese,0.057569,0.027258
chinese,0.076759,0.030102
chinese,0.03838,0.014437
chinese,0.25586,0.090595
chinese,0.044776,0.02283
chinese,0.017058,0.0093572
chinese,0.36247,0.10294
chinese,0.0085288,0.0039858
chinese,0.03838,0.019183
chinese,0.051173,0.024547
chinese,0.0021322,0.0001065
chinese,0.11301,0.040315
chinese,0.10021,0.04443
chinese,0.014925,0.0085496
chinese,0.01919,0.011211
chinese,0.29424,0.092828
chinese,0.371,0.10445
chinese,0.55437,0.12459
chinese,0.023454,0.012405
chinese,0.11514,0.04703
chinese,0.0021322,0.0012263
chinese,0.063966,0.030726
chinese,0.023454,0.0083375
chinese,0.12793,0.05656
chinese,0.0085288,0.0051494
chinese,0.0042644,0.0016148
chinese,0.070362,0.035274
chinese,0.01919,0.010459
chinese,0.14499,0.054781
chinese,0.098081,0.044123
chinese,0.074627,0.037138
chinese,0.0063966,0.0038331
chinese,0.0021322,0.00037345
chinese,0.0063966,0.00078159
chinese,0.029851,0.01585
chinese,0.42431,0.10642
chinese,0.036247,0.017952
chinese,0.025586,0.01238
chinese,0.26226,0.089694
chinese,0.072495,0.029824
chinese,0.23667,0.07712
chinese,0.10448,0.038448
chinese,0.0085288,0.0015364
chinese,0.034115,0.017281
chinese,0.042644,0.02141
chinese,0.0021322,0.00089408
chinese,0.057569,0.025783
chinese,0.070362,0.028658
chinese,0.012793,0.0071491
chinese,0.053305,0.019046
chinese,0.0021322,0.0013272
chinese,0.27292,0.092819
chinese,0.0042644,0.002403
chinese,0.053305,0.025304
chinese,0.044776,0.023163
chinese,0.014925,0.0086416
chinese,0.19829,0.072112
chinese,0.03838,0.019775
chinese,0.0042644,0.0025487
chinese,0.0085288,0.0048559
chinese,0.0021322,0.0012102
chinese,0.0085288,0.0039179
chinese,0.012793,0.0040809
chinese,0.0063966,0.0031395
chinese,0.0042644,0.0008151
chinese,0.010661,0.0022782
chinese,0.61407,0.13107
chinese,0.14925,0.061024
chinese,0.053305,0.026608
chinese,0.044776,0.02332
chinese,0.0063966,0.003876
chinese,0.029851,0.01578
chinese,0.54371,0.12624
chinese,0.025586,0.013188
chinese,0.078891,0.026238
chinese,0.18977,0.071919
chinese,0.44136,0.11925
chinese,0.0042644,0.00099262
chinese,0.040512,0.015194
chinese,0.0085288,0.004821
chinese,0.03838,0.0149
chinese,0.021322,0.011041
chinese,0.19403,0.073923
chinese,0.0063966,0.0037041
chinese,0.036247,0.017714
chinese,0.025586,0.012817
chinese,0.1322,0.047388
chinese,0.23241,0.083363
chinese,0.010661,0.0053578
chinese,0.027719,0.015307
chinese,0.35394,0.10443
chinese,0.029851,0.01038
chinese,0.06823,0.02672
chinese,0.11727,0.044859
chinese,0.37313,0.1069
chinese,0.085288,0.040016
chinese,0.012793,0.006371
chinese,0.014925,0.0077728
chinese,0.014925,0.0078043
chinese,0.017058,0.0034809
chinese,0.083156,0.038739
chinese,0.027719,0.013805
chinese,0.0085288,0.0052051
chinese,0.012793,0.0037654
chinese,0.44563,0.11809
chinese,0.046908,0.017173
chinese,0.089552,0.033072
chinese,0.74627,0.13779
chinese,0.13859,0.058092
chinese,0.036247,0.013639
chinese,0.19829,0.070601
chinese,0.044776,0.022767
chinese,0.0042644,0.0019754
chinese,0.0085288,0.0052703
chinese,0.1791,0.070042
chinese,0.027719,0.01521
chinese,0.01919,0.01081
chinese,0.046908,0.022864
chinese,0.0021322,0.0013272
chinese,0.39872,0.10895
chinese,0.010661,0.0053363
chinese,0.10661,0.046484
chinese,0.029851,0.016142
chinese,0.35821,0.10603
chinese,0.093817,0.042114
chinese,0.37953,0.11011
chinese,0.13433,0.050703
chinese,0.017058,0.0081157
chinese,0.42217,0.11471
chinese,0.0085288,0.0049567
chinese,0.010661,0.0047758
chinese,0.021322,0.011743
chinese,0.095949,0.042
chinese,0.063966,0.025556
chinese,0.021322,0.012214
chinese,0.15139,0.055774
chinese,0.01919,0.010196
chinese,0.14712,0.057248
chinese,0.13859,0.057998
chinese,0.0063966,0.0036285
chinese,0.03838,0.019461
chinese,0.049041,0.025083
chinese,0.0021322,0.0013385
chinese,0.0085288,0.0028783
chinese,0.036247,0.01909
chinese,0.085288,0.036771
chinese,0.0021322,0.00027975
chinese,0.029851,0.014488
chinese,0.47974,0.1228
chinese,0.036247,0.01298
chinese,0.0021322,0.0012732
chinese,0.0021322,0.00044684
chinese,0.01919,0.010543
chinese,0.28998,0.085586
chinese,0.33689,0.10473
chinese,0.098081,0.044317
chinese,0.59488,0.1313
chinese,0.010661,0.0064783
chinese,0.023454,0.012435
chinese,0.03838,0.016724
chinese,0.49467,0.12208
chinese,0.33475,0.10264
chinese,0.017058,0.0070752
chinese,0.0042644,0.0021467
chinese,0.0085288,0.0036139
chinese,0.13646,0.054525
chinese,0.017058,0.0076896
chinese,0.027719,0.014711
chinese,0.01919,0.0090452
chinese,0.10021,0.045256
chinese,0.15565,0.063343
chinese,0.078891,0.029682
chinese,0.017058,0.0096029
chinese,0.10235,0.045343
chinese,0.012793,0.0032138
chinese,0.027719,0.015477
chinese,0.0085288,0.0041496
chinese,0.098081,0.044736
chinese,0.029851,0.015443
chinese,0.061834,0.021734
chinese,0.051173,0.023777
chinese,0.11087,0.046705
chinese,0.078891,0.034253
chinese,0.017058,0.0068659
chinese,0.10661,0.048908
chinese,0.0021322,0.0013272
chinese,0.040512,0.020313
chinese,0.044776,0.021492
chinese,0.010661,0.0062824
chinese,0.021322,0.0094721
chinese,0.076759,0.035684
chinese,0.15991,0.06145
chinese,0.20896,0.075606
chinese,0.0042644,0.0025375
chinese,0.12367,0.046435
chinese,0.053305,0.012624
chinese,0.070362,0.032773
chinese,0.014925,0.0080827
chinese,0.18124,0.071109
chinese,0.014925,0.0060498
chinese,0.12154,0.051176
chinese,0.012793,0.003794
chinese,0.0021322,0.00013248
chinese,0.0085288,0.0017185
chinese,0.0085288,0.0048896
chinese,0.18124,0.070691
chinese,0.027719,0.015199
chinese,0.18763,0.072548
chinese,0.0085288,0.0015627
chinese,0.095949,0.029444
chinese,0.30064,0.096273
chinese,0.010661,0.0057143
chinese,0.31343,0.09599
chinese,0.19403,0.05805
chinese,0.16205,0.065773
chinese,0.044776,0.023549
chinese,0.014925,0.0040275
chinese,0.044776,0.023755
chinese,0.0063966,0.0024959
chinese,0.16418,0.066414
chinese,0.023454,0.01254
chinese,0.72495,0.13663
chinese,0.010661,0.0017518
chinese,0.18124,0.070261
chinese,0.074627,0.028539
chinese,0.049041,0.025283
chinese,0.29638,0.088181
chinese,0.053305,0.026187
chinese,0.051173,0.024858
chinese,0.0042644,0.0025554
chinese,0.0021322,0.0013272
chinese,0.31557,0.097781
chinese,0.0042644,0.0024834
chinese,0.0085288,0.004195
chinese,0.0063966,0.003892
chinese,0.0042644,0.0022547
chinese,0.13646,0.056466
chinese,0.0021322,0.0013272
chinese,0.057569,0.028681
chinese,0.098081,0.042892
chinese,0.18124,0.062692
chinese,0.27505,0.088737
chinese,0.14925,0.060309
chinese,0.0021322,0.00013248
chinese,0.046908,0.023972
chinese,0.027719,0.012566
chinese,0.021322,0.0080604
chinese,0.27505,0.092044
chinese,0.27505,0.085273
chinese,0.034115,0.01606
chinese,0.11727,0.051411
chinese,0.01919,0.010464
chinese,0.11514,0.0288
chinese,0.3113,0.099343
chinese,0.40938,0.11433
chinese,0.034115,0.015078
chinese,0.0085288,0.002454
chinese,0.025586,0.013032
chinese,0.034115,0.018013
chinese,0.066098,0.033727
chinese,0.055437,0.025284
chinese,0.12367,0.049106
chinese,0.03838,0.019078
chinese,0.0042644,0.0026657
chinese,0.021322,0.0097514
chinese,0.10661,0.041638
chinese,0.0042644,0.002361
chinese,0.26013,0.085538
chinese,0.063966,0.030669
chinese,0.029851,0.010965
chinese,0.0021322,0.0013272
chinese,0.029851,0.014158
chinese,0.027719,0.010929
chinese,0.021322,0.011234
chinese,0.0021322,0.00021028
chinese,0.0042644,0.0022973
chinese,0.014925,0.004875
chinese,0.091684,0.039896
chinese,0.0085288,0.0030387
chinese,0.057569,0.026582
chinese,0.1258,0.055453
chinese,0.042644,0.019646
chinese,0.36247,0.10319
chinese,0.11087,0.048785
chinese,0.0063966,0.0039949
chinese,0.36887,0.10668
chinese,0.19403,0.074234
chinese,0.012793,0.0061143
chinese,0.027719,0.014485
chinese,0.017058,0.0048024
chinese,0.0063966,0.0034966
chinese,0.06823,0.033861
chinese,0.040512,0.021239
chinese,0.15991,0.059916
chinese,0.021322,0.010106
chinese,0.20896,0.077479
chinese,0.021322,0.012157
chinese,0.051173,0.02562
chinese,0.034115,0.0080131
chinese,0.17271,0.068896
chinese,0.014925,0.0086285
chinese,0.0042644,0.0026657
chinese,0.031983,0.0056133
chinese,0.13006,0.04402
chinese,0.036247,0.0074377
chinese,0.0063966,0.0035502
chinese,0.063966,0.030939
chinese,0.26013,0.086744
chinese,0.034115,0.014933
chinese,0.41791,0.11494
chinese,0.044776,0.023231
chinese,0.023454,0.0088446
chinese,0.17271,0.068028
chinese,0.014925,0.0082176
chinese,0.0063966,0.0036152
chinese,0.014925,0.0047016
chinese,0.0021322,0.0013385
chinese,0.0021322,0.00025486
chinese,0.33049,0.10171
chinese,0.014925,0.0081281
chinese,0.01919,0.0026171
chinese,0.044776,0.022774
chinese,0.063966,0.028083
chinese,0.025586,0.013876
chinese,0.0063966,0.0019249
chinese,0.023454,0.010931
chinese,0.078891,0.038489
chinese,0.37527,0.10642
chinese,0.0042644,0.0018651
chinese,0.10874,0.04713
chinese,0.021322,0.010955
chinese,0.040512,0.021203
chinese,0.0063966,0.0039949
chinese,0.059701,0.028753
chinese,0.0063966,0.0011953
chinese,0.27079,0.090005
chinese,0.0042644,0.0022289
chinese,0.012793,0.0048447
chinese,0.0063966,0.0038779
chinese,0.034115,0.0051094
chinese,0.036247,0.01981
chinese,0.034115,0.011618
chinese,0.051173,0.024285
chinese,0.06823,0.033059
chinese,0.0085288,0.0040113
chinese,0.042644,0.021237
chinese,0.095949,0.041814
chinese,0.0063966,0.0035277
chinese,0.063966,0.031643
chinese,0.0042644,0.0015419
chinese,0.093817,0.028849
chinese,0.010661,0.0054932
chinese,0.0063966,0.0039949
chinese,0.0021322,0.0010384
chinese,0.021322,0.0076195
chinese,0.0021322,0.0013272
chinese,0.023454,0.0081886
chinese,0.014925,0.0017855
chinese,0.061834,0.021649
chinese,0.33262,0.098708
chinese,0.0042644,0.0015168
chinese,0.10661,0.04472
chinese,0.078891,0.035586
chinese,0.040512,0.017604
chinese,0.012793,0.0066349
chinese,0.095949,0.040246
chinese,0.021322,0.010157
chinese,0.1855,0.071513
chinese,0.0021322,2.5421e-05
chinese,0.1855,0.066188
chinese,0.0021322,0.000286
chinese,0.098081,0.044053
mexican,0.012876,0.007646
mexican,0.0042918,0.0026023
mexican,0.015021,0.0057852
mexican,0.012876,0.0076791
mexican,0.30043,0.090398
mexican,0.0021459,0.0010604
mexican,0.021459,0.011015
mexican,0.17811,0.068155
mexican,0.20172,0.074373
mexican,0.1073,0.047313
mexican,0.0042918,0.00065377
mexican,0.0042918,0.0025049
mexican,0.023605,0.012589
mexican,0.027897,0.012516
mexican,0.036481,0.018539
mexican,0.027897,0.01439
mexican,0.019313,0.010126
mexican,0.0021459,0.0010866
mexican,0.20172,0.075001
mexican,0.0064378,0.0023316
mexican,0.30687,0.097986
mexican,0.11588,0.04692
mexican,0.29185,0.091641
mexican,0.23176,0.080899
mexican,0.012876,0.0056233
mexican,0.030043,0.015297
mexican,0.0085837,0.0042225
mexican,0.023605,0.0098225
mexican,0.0064378,0.0030059
mexican,0.31974,0.098362
mexican,0.021459,0.0076235
mexican,0.17597,0.065063
mexican,0.087983,0.040968
mexican,0.11588,0.047178
mexican,0.030043,0.015507
mexican,0.017167,0.0057608
mexican,0.13519,0.052214
mexican,0.0085837,0.004942
mexican,0.040773,0.017692
mexican,0.012876,0.0067874
mexican,0.015021,0.0071236
mexican,0.0085837,0.0030558
mexican,0.021459,0.010597
mexican,0.012876,0.0055702
mexican,0.049356,0.022847
mexican,0.012876,0.005785
mexican,0.042918,0.023151
mexican,0.06867,0.030175
mexican,0.39056,0.10746
mexican,0.062232,0.020046
mexican,0.030043,0.01611
mexican,0.017167,0.0080687
mexican,0.45923,0.11309
mexican,0.075107,0.030286
mexican,0.26609,0.088803
mexican,0.032189,0.014998
mexican,0.19742,0.072315
mexican,0.0064378,0.001686
mexican,0.19099,0.062194
mexican,0.05794,0.028362
mexican,0.025751,0.014132
mexican,0.62232,0.1287
mexican,0.0021459,0.00063071
mexican,0.019313,0.0094971
mexican,0.055794,0.02347
