Cuisine,degree,betweeness
italian,0.024554,1.2722e-05
italian,0.0089286,0
italian,0.10714,1.3539e-05
italian,0.013393,0
italian,0.058036,2.3226e-07
italian,0.013393,0
italian,0.37723,0.0075457
italian,0.037946,1.1097e-06
italian,0.26116,0.0034343
italian,0.11161,0.00013121
italian,0.0066964,0
italian,0.31473,0.0023723
italian,0.091518,3.0714e-05
italian,0.073661,8.9545e-06
italian,0.10045,3.5244e-05
italian,0.024554,0
italian,0.0022321,0
italian,0.22991,0.001855
italian,0.051339,2.4572e-07
italian,0.026786,0
italian,0.48884,0.018928
italian,0.017857,0.0044643
italian,0.024554,1.5e-06
italian,0.28348,0.002383
italian,0.011161,0
italian,0.051339,0
italian,0.051339,0
italian,0.10045,0.0001628
italian,0.0022321,0
italian,0.060268,0.00014505
italian,0.037946,4.3977e-05
italian,0.0044643,0
italian,0.12277,0.0013423
italian,0.0022321,0
italian,0.35714,0.0093937
italian,0.39732,0.0057798
italian,0.0044643,0
italian,0.017857,0
italian,0.098214,0.0016164
italian,0.051339,0.00038303
italian,0.075893,0.0045156
italian,0.29241,0.0053441
italian,0.017857,0
italian,0.037946,0.0001991
italian,0.0022321,0
italian,0.0066964,0
italian,0.033482,0
italian,0.029018,0
italian,0.078125,1.7148e-05
italian,0.10714,9.7972e-07
italian,0.26339,0.003421
italian,0.064732,1.6737e-05
italian,0.15179,0.0048544
italian,0.0066964,0
italian,0.50893,0.019146
italian,0.0089286,0
italian,0.03125,2.0807e-07
italian,0.0066964,0
italian,0.0066964,0
italian,0.47321,0.015422
italian,0.0089286,0
italian,0.017857,1.9067e-06
italian,0.13839,0.0022775
italian,0.0044643,0
italian,0.12946,0.00011429
italian,0.1183,6.9504e-05
italian,0.16741,0.00068975
italian,0.020089,0
italian,0.0022321,0
italian,0.0044643,0
italian,0.051339,2.9349e-06
italian,0.37277,0.010547
italian,0.0044643,0
italian,0.013393,0.0044643
italian,0.29911,0.0028517
italian,0.33036,0.0070061
italian,0.0066964,0
italian,0.0066964,0
italian,0.0022321,0
italian,0.051339,5.1156e-06
italian,0.3125,0.038426
italian,0.57589,0.037803
italian,0.0044643,0
italian,0.14062,0.00025359
italian,0.26116,0.011996
italian,0.084821,1.5762e-05
italian,0.22321,0.0018078
italian,0.0022321,0
italian,0.0089286,7.0811e-07
italian,0.0089286,0
italian,0.50893,0.019155
italian,0.011161,0
italian,0.064732,7.2348e-06
italian,0.34821,0.0043544
italian,0.046875,4.3942e-07
italian,0.0089286,0
italian,0.0022321,0
italian,0.0044643,0
italian,0.015625,0
italian,0.022321,0
italian,0.0089286,0
italian,0.14286,0.0045622
italian,0.011161,0
italian,0.035714,6.0471e-05
italian,0.024554,9.7733e-07
italian,0.017857,0
italian,0.037946,0
italian,0.0044643,0
italian,0.017857,0
italian,0.0066964,7.115e-07
italian,0.12277,4.398e-05
italian,0.035714,0
italian,0.0044643,0
italian,0.078125,2.3992e-05
italian,0.033482,1.9583e-07
italian,0.0022321,0
italian,0.46875,0.0138
italian,0.071429,0.00013056
italian,0.071429,5.4912e-06
italian,0.084821,6.3266e-05
italian,0.058036,9.2678e-05
italian,0.1942,0.00054896
italian,0.0022321,0
italian,0.055804,4.2672e-05
italian,0.0022321,0
italian,0.0022321,0
italian,0.1183,9.0911e-05
italian,0.011161,0
italian,0.09375,2.073e-05
italian,0.13616,0.00044855
italian,0.37277,0.005318
italian,0.082589,1.4004e-05
italian,0.29018,0.019378
italian,0.024554,1.9583e-07
italian,0.09375,1.7115e-05
italian,0.0022321,0
italian,0.013393,0
italian,0.013393,0
italian,0.022321,0
italian,0.47098,0.022587
italian,0.37723,0.0071697
italian,0.35268,0.0043455
italian,0.34598,0.0048935
italian,0.011161,0
italian,0.0089286,0
italian,0.073661,4.4301e-06
italian,0.0022321,0
italian,0.044643,1.0743e-05
italian,0.024554,0.00083435
italian,0.024554,0
italian,0.046875,0
italian,0.16741,0.00041498
italian,0.046875,0
italian,0.058036,1.7921e-06
italian,0.03125,0
italian,0.075893,0.00057195
italian,0.033482,1.2642e-07
italian,0.0089286,0
italian,0.15402,0.0037989
italian,0.064732,1.1026e-06
italian,0.011161,0
italian,0.0089286,3.3977e-06
italian,0.042411,0
italian,0.47545,0.014415
italian,0.0022321,0
italian,0.16518,0.0046522
italian,0.0089286,0
italian,0.095982,0.0044764
italian,0.0066964,0
italian,0.4442,0.024925
italian,0.0022321,0
italian,0.09375,0.001078
italian,0.28795,0.0069227
italian,0.073661,3.8004e-05
italian,0.024554,0
italian,0.080357,0.00012254
italian,0.20536,0.00057741
italian,0.044643,0
italian,0.20759,0.001267
italian,0.16295,0.0021288
italian,0.017857,3.8412e-07
italian,0.0044643,0
italian,0.0066964,0
italian,0.15625,0.00010772
italian,0.11161,0.00099021
italian,0.0022321,0
italian,0.075893,1.3433e-05
italian,0.33929,0.0030584
italian,0.11161,0.0010469
italian,0.095982,1.2754e-05
italian,0.0066964,0
italian,0.125,0.00024835
italian,0.19643,0.0011333
italian,0.0022321,0
italian,0.14955,3.7655e-05
italian,0.0022321,0
italian,0.625,0.059404
italian,0.017857,0
italian,0.037946,0
italian,0.0066964,5.684e-05
italian,0.024554,2.1972e-06
italian,0.10268,4.7696e-06
italian,0.11384,6.8264e-05
italian,0.0066964,0
italian,0.064732,2.5232e-07
italian,0.037946,1.2294e-05
italian,0.0044643,0
italian,0.0022321,0
italian,0.13616,2.8278e-05
italian,0.020089,0
italian,0.13616,0.00026339
italian,0.13616,9.6066e-05
italian,0.0089286,0
italian,0.23661,0.00089103
italian,0.020089,0
italian,0.10045,4.3878e-05
italian,0.13393,0.00075189
italian,0.078125,1.4906e-07
italian,0.064732,2.7466e-06
italian,0.026786,8.3227e-07
italian,0.16964,0.0075576
italian,0.017857,0
italian,0.058036,6.458e-05
italian,0.011161,1.7382e-06
italian,0.049107,1.8537e-05
italian,0.033482,0.0044656
italian,0.2567,0.0028175
italian,0.053571,7.6922e-06
italian,0.20759,0.0009777
italian,0.0089286,0
italian,0.022321,0
italian,0.0022321,0
italian,0.078125,3.3577e-06
italian,0.0022321,0
italian,0.053571,1.5182e-06
italian,0.087054,1.0016e-05
italian,0.0022321,0
italian,0.70536,0.12806
italian,0.053571,1.9352e-06
italian,0.14062,5.3715e-05
italian,0.0022321,0
italian,0.17634,0.0001973
italian,0.026786,9.0793e-07
italian,0.060268,3.6016e-07
italian,0.27232,0.0023583
italian,0.020089,5.7704e-06
italian,0.087054,0.00019014
italian,0.32143,0.0032988
italian,0.033482,0
italian,0.020089,0
italian,0.073661,9.3916e-07
italian,0.013393,0
italian,0.073661,7.8858e-05
italian,0.046875,7.4008e-07
italian,0.066964,0.00012048
italian,0.0044643,0
italian,0.125,0.0001805
italian,0.11161,4.5204e-05
italian,0.071429,6.1078e-06
italian,0.033482,0
italian,0.024554,0
italian,0.035714,0
italian,0.14955,0.00016669
italian,0.18973,0.0027319
italian,0.060268,3.8447e-06
italian,0.59598,0.060473
italian,0.069196,2.5268e-05
italian,0.069196,7.4984e-05
italian,0.013393,0
italian,0.1942,0.00052688
italian,0.040179,0
italian,0.095982,5.7558e-05
italian,0.082589,8.8861e-06
italian,0.015625,0
italian,0.051339,5.6863e-05
italian,0.022321,0
italian,0.017857,0
italian,0.0022321,0
italian,0.12054,0.00074445
italian,0.16964,0.00064657
italian,0.058036,2.3959e-07
italian,0.082589,1.0969e-05
italian,0.41518,0.011423
italian,0.011161,0
italian,0.035714,0
french,0.039256,3.1686e-07
french,0.043388,2.5163e-07
french,0.022727,0
french,0.035124,1.7489e-07
french,0.059917,1.1754e-06
french,0.078512,1.7786e-06
french,0.0061983,0
french,0.0082645,0
french,0.41116,0.028312
french,0.033058,6.4913e-07
french,0.070248,0.00010358
french,0.010331,1.4329e-06
french,0.0020661,0
french,0.024793,3.8888e-07
french,0.13843,0.00017065
french,0.0082645,0
french,0.080579,3.181e-05
french,0.0082645,0
french,0.17355,0.0021561
french,0.016529,0
french,0.014463,0
french,0.1343,0.00011527
french,0.010331,0
french,0.0020661,0
french,0.06405,4.6756e-06
french,0.049587,9.9774e-06
french,0.0020661,0
french,0.27686,0.012339
french,0.02686,4.8439e-07
french,0.057851,8.8572e-06
french,0.02686,0.00010333
french,0.2686,0.012597
french,0.32645,0.0089117
french,0.0041322,0
french,0.084711,0.00025122
french,0.020661,0
french,0.028926,7.4957e-06
french,0.1095,8.7868e-05
french,0.022727,0
french,0.31818,0.0034096
french,0.12603,0.0028724
french,0.020661,0
french,0.10537,0.00011616
french,0.0061983,0
french,0.11983,0.00014271
french,0.19008,0.00077246
french,0.055785,0.00043071
french,0.086777,3.9757e-05
french,0.18182,0.00036163
french,0.028926,1.0968e-07
french,0.051653,1.2926e-06
french,0.014463,0
french,0.0082645,0
french,0.35124,0.015847
french,0.012397,0
french,0.0020661,0
french,0.25826,0.0062849
french,0.0061983,0
french,0.14256,0.0044304
french,0.068182,8.4294e-06
french,0.27479,0.0098756
french,0.0041322,0
french,0.082645,0.0041333
french,0.022727,1.0968e-07
french,0.41736,0.021001
french,0.21281,0.0009094
french,0.0061983,0
french,0.0041322,0
french,0.20868,0.0053248
french,0.039256,9.1221e-06
french,0.010331,0
french,0.012397,0
french,0.030992,4.3861e-05
french,0.095041,0.00036704
french,0.0020661,0
french,0.0061983,0
french,0.0020661,0
french,0.022727,0
french,0.0041322,0
french,0.012397,0
french,0.1281,0.00011984
french,0.06405,4.7587e-06
french,0.045455,1.3632e-06
french,0.0020661,0
french,0.0041322,0
french,0.014463,0
french,0.016529,9.8979e-07
french,0.0082645,0
french,0.022727,0
french,0.0061983,0
french,0.0020661,0
french,0.21074,0.0011579
french,0.03719,2.0099e-06
french,0.19835,0.0064806
french,0.56818,0.039694
french,0.010331,0
french,0.18388,0.00041313
french,0.41529,0.026362
french,0.014463,0
french,0.1405,0.0001269
french,0.012397,0
french,0.012397,0
french,0.19835,0.0011733
french,0.0020661,0
french,0.0020661,0
french,0.024793,0
french,0.097107,4.3092e-05
french,0.0041322,0
french,0.016529,0
french,0.043388,7.3239e-07
french,0.51446,0.035386
french,0.010331,0
french,0.06405,0.00016151
french,0.0020661,0
french,0.0061983,0
french,0.47107,0.032167
french,0.047521,7.7444e-06
french,0.13843,0.00035181
french,0.010331,0
french,0.041322,5.8474e-06
french,0.0020661,0
french,0.0020661,0
french,0.059917,8.3429e-06
french,0.0020661,0
french,0.010331,0
french,0.033058,0
french,0.043388,1.5687e-05
french,0.14669,0.00098486
french,0.23554,0.00094219
french,0.012397,0
french,0.057851,3.1884e-05
french,0.10331,2.8281e-05
french,0.02686,5.7535e-06
french,0.053719,0.00015476
french,0.46281,0.053761
french,0.0041322,0
french,0.0061983,0
french,0.25826,0.0028625
french,0.17355,0.0048887
french,0.092975,0.00012413
french,0.58678,0.050856
french,0.19628,0.00048464
french,0.043388,4.5995e-06
french,0.016529,0
french,0.02686,1.3024e-06
french,0.13017,0.00041508
french,0.0041322,0
french,0.19421,0.00069179
french,0.0041322,0
french,0.16736,0.0006252
french,0.068182,3.8396e-05
french,0.1219,0.0017655
french,0.035124,5.1094e-07
french,0.0020661,0
french,0.02686,0
french,0.0020661,0
french,0.041322,0.00022445
french,0.0020661,0
french,0.0020661,0
french,0.0020661,0
french,0.045455,0
french,0.0041322,0
french,0.051653,0.00031514
french,0.0020661,0
french,0.039256,0.00015255
french,0.095041,0.00010019
french,0.0061983,0
french,0.0041322,0
french,0.041322,0
french,0.014463,0
french,0.19421,0.0028235
french,0.15289,0.0013434
french,0.14876,0.00032669
french,0.014463,0
french,0.072314,1.3717e-05
french,0.0020661,0
french,0.14669,0.00031771
french,0.035124,0
french,0.016529,0
french,0.0020661,0
french,0.039256,0
french,0.10331,0.00013234
french,0.17355,0.00035287
french,0.068182,2.8926e-05
french,0.02686,0
french,0.0020661,0
french,0.50413,0.027629
french,0.035124,0.0082223
french,0.06405,3.9544e-05
french,0.53512,0.047301
french,0.51653,0.023882
french,0.018595,8.5159e-06
french,0.13843,0.0001268
french,0.030992,0
french,0.10331,0.00027461
french,0.010331,0
french,0.010331,0
french,0.095041,0.00051137
french,0.0061983,0
french,0.0041322,0
french,0.0020661,0
french,0.13223,0.0010499
french,0.0020661,0
french,0.36157,0.0070518
french,0.21281,0.001085
french,0.018595,4.4098e-05
french,0.016529,0
french,0.2314,0.0057713
french,0.049587,4.2257e-05
french,0.16116,0.0065158
french,0.30372,0.0042217
french,0.17769,0.0011894
french,0.016529,0
french,0.024793,1.3557e-06
french,0.02686,0
french,0.020661,0
french,0.018595,0.00018485
french,0.020661,0
french,0.084711,0.00015444
french,0.080579,4.2449e-05
french,0.22521,0.0011547
french,0.0020661,0
french,0.0020661,0
french,0.049587,0
french,0.13017,0.00010925
french,0.1405,0.0010349
french,0.033058,1.8531e-05
french,0.10331,0.00029665
french,0.0041322,0
french,0.41529,0.012379
french,0.0061983,0
french,0.13636,9.4999e-05
french,0.090909,0.00041893
french,0.03719,0
french,0.41116,0.011409
french,0.0020661,0
french,0.041322,7.997e-06
french,0.012397,0
french,0.06405,0.00010265
french,0.0020661,0
french,0.053719,0.00029202
french,0.13223,0.001289
french,0.010331,0
french,0.0020661,0
french,0.014463,4.9871e-07
french,0.024793,1.5555e-07
french,0.16116,0.00031812
french,0.27893,0.0025618
french,0.0041322,0
french,0.0020661,0
french,0.0041322,0
french,0.0020661,0
french,0.34917,0.059292
french,0.46694,0.015457
french,0.0020661,0
french,0.0020661,0
french,0.0061983,0
french,0.25826,0.0094645
french,0.047521,1.7401e-05
french,0.14669,0.0045891
french,0.072314,0.00014528
french,0.0020661,0
french,0.0020661,0
french,0.072314,6.7649e-06
french,0.076446,5.9586e-05
french,0.039256,0
french,0.012397,0
french,0.10537,0.00010035
french,0.014463,0
french,0.34298,0.011754
french,0.0082645,0
french,0.012397,0
french,0.012397,0
french,0.020661,1.2222e-06
french,0.0041322,0
french,0.0041322,0
french,0.0020661,0
french,0.02686,1.7961e-06
french,0.03719,0
french,0.14256,0.00055685
french,0.0020661,0
french,0.033058,2.766e-06
french,0.03719,3.3079e-06
french,0.016529,0
french,0.041322,0
french,0.020661,0
french,0.012397,0
french,0.090909,1.5899e-05
french,0.070248,1.1688e-05
french,0.016529,0
french,0.1095,0.00011712
french,0.020661,1.9675e-06
french,0.020661,0
french,0.54959,0.032115
french,0.21074,0.0019773
french,0.0041322,0
french,0.095041,0.0041499
french,0.080579,0.00024384
french,0.11777,6.1562e-05
french,0.090909,0.0002979
french,0.020661,0
french,0.030992,5.1128e-06
french,0.092975,0.00050678
french,0.0020661,0
french,0.016529,0
french,0.0041322,0
french,0.084711,1.535e-05
french,0.19835,0.0015595
french,0.17562,0.00034458
french,0.080579,5.1112e-05
french,0.0020661,0
french,0.068182,2.9164e-06
french,0.06405,9.79e-06
french,0.024793,1.307e-05
french,0.022727,0
french,0.030992,2.2012e-05
french,0.0020661,0
french,0.30579,0.010578
french,0.4938,0.023683
french,0.42355,0.015394
french,0.010331,0
french,0.2562,0.0026024
french,0.0020661,0
french,0.32025,0.015417
french,0.041322,3.026e-06
french,0.27273,0.016277
french,0.0061983,0
french,0.0020661,0
french,0.041322,3.2905e-07
french,0.010331,2.8518e-06
french,0.0082645,0
french,0.016529,0
french,0.0041322,0
french,0.2314,0.0010672
french,0.039256,0
french,0.061983,3.8094e-06
french,0.02686,0
french,0.061983,4.9097e-06
french,0.082645,1.1783e-05
french,0.0061983,0
french,0.14463,0.0032618
french,0.041322,0
french,0.018595,0.00012792
french,0.099174,0.00014385
french,0.0020661,0
french,0.045455,0
french,0.024793,0
french,0.0020661,0
french,0.46488,0.018232
french,0.0020661,0
french,0.0041322,0
french,0.080579,2.5785e-05
french,0.010331,0
french,0.020661,0
french,0.0020661,0
french,0.010331,0
french,0.024793,9.4572e-06
french,0.0082645,0
french,0.0020661,0
french,0.14669,0.0016904
french,0.33471,0.014108
french,0.035124,1.6151e-06
french,0.010331,0
french,0.039256,0
french,0.055785,7.4154e-06
french,0.1405,0.00011563
french,0.076446,1.7848e-05
french,0.2562,0.0044049
french,0.45661,0.013847
french,0.0061983,0
french,0.010331,4.2496e-05
french,0.0082645,0
french,0.0041322,0
french,0.020661,3.8024e-07
french,0.039256,2.4444e-07
french,0.03719,3.5653e-06
french,0.035124,0
french,0.16529,0.00055367
french,0.095041,5.0384e-05
french,0.016529,0
french,0.033058,9.7395e-06
french,0.035124,1.6427e-06
french,0.16116,0.00038901
french,0.043388,4.0804e-06
french,0.65289,0.082523
french,0.0020661,0
french,0.016529,0
french,0.039256,3.3266e-07
french,0.0082645,0
french,0.012397,0
french,0.19421,0.0003656
french,0.033058,1.0968e-07
french,0.0020661,0
french,0.14256,0.00079127
french,0.082645,7.0219e-06
french,0.13017,9.9426e-05
french,0.02686,0
french,0.028926,3.2951e-07
french,0.11157,0.00012395
french,0.21074,0.0045767
french,0.070248,6.8283e-06
french,0.0061983,0
french,0.17355,0.00091407
french,0.035124,4.045e-07
french,0.045455,1.7274e-06
french,0.010331,0
french,0.10537,0.00061996
french,0.088843,0.00034756
french,0.020661,0
french,0.030992,0
french,0.097107,0.0010713
french,0.016529,0
french,0.15496,0.015292
french,0.10331,0.0011732
french,0.035124,8.026e-07
french,0.20455,0.0013671
french,0.010331,0
french,0.030992,1.313e-06
french,0.16736,0.000587
french,0.1281,0.0042779
french,0.014463,0
french,0.32025,0.0049105
french,0.012397,0
french,0.045455,0
french,0.0020661,0
french,0.0082645,0
french,0.092975,2.35e-05
french,0.0020661,0
french,0.64256,0.097989
french,0.053719,0.0041393
french,0.049587,3.1613e-06
french,0.13017,7.2716e-05
french,0.051653,1.4758e-06
french,0.012397,0
french,0.1343,0.00010397
french,0.049587,9.8437e-05
french,0.045455,0
french,0.23967,0.0015894
french,0.0020661,0
french,0.090909,0.0002515
french,0.23554,0.0035616
french,0.0061983,0
french,0.0061983,0
french,0.076446,5.3472e-06
french,0.045455,0
french,0.039256,1.8337e-06
french,0.020661,1.9477e-07
french,0.097107,0.00036235
french,0.024793,0
french,0.082645,0.0043615
french,0.0020661,0
french,0.010331,0
french,0.03719,3.5155e-05
french,0.051653,0.0012263
french,0.02686,6.111e-07
french,0.030992,0.00067207
french,0.0082645,0
french,0.010331,0
french,0.0041322,0
french,0.33058,0.0069424
french,0.018595,0
french,0.10331,5.1144e-05
french,0.47727,0.02709
french,0.049587,3.7586e-05
french,0.086777,0.00077754
french,0.21074,0.0012069
french,0.051653,4.9058e-06
french,0.1157,0.0003598
french,0.0020661,0
french,0.0061983,0
french,0.12603,0.0001268
french,0.061983,1.8413e-05
french,0.03719,3.6025e-06
french,0.014463,0
french,0.1219,0.00062657
french,0.17562,0.0010375
french,0.010331,0
french,0.0082645,0
french,0.022727,0
french,0.41322,0.011218
french,0.030992,7.7481e-05
french,0.0041322,0
french,0.0020661,0
french,0.0020661,0
french,0.1095,4.7651e-05
