Cuisine,degree,closeness
italian,0.0089286,0.44138
italian,0.10714,0.51025
italian,0.013393,0.45996
italian,0.058036,0.4812
italian,0.013393,0.4375
italian,0.37723,0.60952
italian,0.037946,0.47558
italian,0.26116,0.56853
italian,0.11161,0.50679
italian,0.0066964,0.43836
italian,0.31473,0.58562
italian,0.091518,0.50056
italian,0.073661,0.49889
italian,0.10045,0.50281
italian,0.024554,0.4766
italian,0.0022321,0.38554
italian,0.22991,0.55583
italian,0.051339,0.46862
italian,0.026786,0.45621
italian,0.48884,0.65786
italian,0.017857,0.41713
italian,0.024554,0.4489
italian,0.28348,0.57216
italian,0.011161,0.44138
italian,0.051339,0.47914
italian,0.051339,0.47863
italian,0.10045,0.50168
italian,0.0022321,0.43453
italian,0.060268,0.49123
italian,0.037946,0.48962
italian,0.0044643,0.40506
italian,0.12277,0.48696
italian,0.0022321,0.37679
italian,0.35714,0.59973
italian,0.39732,0.61964
italian,0.0044643,0.39929
italian,0.017857,0.45298
italian,0.098214,0.51317
italian,0.051339,0.47508
italian,0.075893,0.50507
italian,0.29241,0.57956
italian,0.017857,0.45344
italian,0.037946,0.43453
italian,0.0022321,0.43453
italian,0.0066964,0.43922
italian,0.033482,0.46281
italian,0.029018,0.48643
italian,0.078125,0.49667
italian,0.10714,0.51259
italian,0.26339,0.56637
italian,0.064732,0.48962
italian,0.15179,0.52768
italian,0.0066964,0.38654
italian,0.50893,0.66667
italian,0.0089286,0.43243
italian,0.03125,0.47158
italian,0.0066964,0.45482
italian,0.0066964,0.4047
italian,0.47321,0.64834
italian,0.0089286,0.44444
italian,0.017857,0.46425
italian,0.13839,0.5045
italian,0.0044643,0.39929
italian,0.12946,0.51912
italian,0.1183,0.52214
italian,0.16741,0.53653
italian,0.020089,0.46473
italian,0.0022321,0.43453
italian,0.0044643,0.37774
italian,0.051339,0.47812
italian,0.37277,0.60377
italian,0.0044643,0.42105
italian,0.013393,0.44008
italian,0.29911,0.57806
italian,0.33036,0.58947
italian,0.0066964,0.44181
italian,0.0066964,0.43879
italian,0.0022321,0.31046
italian,0.051339,0.4766
italian,0.3125,0.58333
italian,0.57589,0.69782
italian,0.0044643,0.40951
italian,0.14062,0.52955
italian,0.26116,0.56997
italian,0.084821,0.50909
italian,0.22321,0.55652
italian,0.0022321,0.4036
italian,0.0089286,0.39367
italian,0.0089286,0.44051
italian,0.50893,0.66568
italian,0.011161,0.44051
italian,0.064732,0.48276
italian,0.34821,0.60054
italian,0.046875,0.47508
italian,0.0089286,0.42505
italian,0.0022321,0.43453
italian,0.0044643,0.42871
italian,0.015625,0.43369
italian,0.022321,0.41791
italian,0.0089286,0.43879
italian,0.14286,0.51912
italian,0.011161,0.44935
italian,0.035714,0.44935
italian,0.024554,0.4838
italian,0.017857,0.43243
italian,0.037946,0.47158
italian,0.0044643,0.45298
italian,0.017857,0.44935
italian,0.0066964,0.40252
italian,0.12277,0.51317
italian,0.035714,0.48224
italian,0.0044643,0.38095
italian,0.078125,0.49723
italian,0.033482,0.46764
italian,0.0022321,0.41597
italian,0.46875,0.6474
italian,0.071429,0.49069
italian,0.071429,0.50281
italian,0.084821,0.50168
italian,0.058036,0.49069
italian,0.1942,0.54237
italian,0.0022321,0.33583
italian,0.055804,0.49231
italian,0.0022321,0.36872
italian,0.0022321,0.29454
italian,0.1183,0.52214
italian,0.011161,0.45855
italian,0.09375,0.50507
italian,0.13616,0.5283
italian,0.37277,0.60541
italian,0.082589,0.49889
italian,0.29018,0.57216
italian,0.024554,0.47558
italian,0.09375,0.50621
italian,0.0022321,0.43453
italian,0.013393,0.44269
italian,0.013393,0.45207
italian,0.022321,0.47407
italian,0.47098,0.64928
italian,0.37723,0.60705
italian,0.35268,0.59733
italian,0.34598,0.59973
italian,0.011161,0.46281
italian,0.0089286,0.43665
italian,0.073661,0.49667
italian,0.0022321,0.39024
italian,0.044643,0.4838
italian,0.024554,0.45575
italian,0.024554,0.46911
italian,0.046875,0.48962
italian,0.16741,0.52521
italian,0.046875,0.48172
italian,0.058036,0.47257
italian,0.03125,0.45761
italian,0.075893,0.49778
italian,0.033482,0.47009
italian,0.0089286,0.41139
italian,0.15402,0.52459
italian,0.064732,0.49069
italian,0.011161,0.45344
italian,0.0089286,0.39716
italian,0.042411,0.47357
italian,0.47545,0.65022
italian,0.0022321,0.34568
italian,0.16518,0.52768
italian,0.0089286,0.37742
italian,0.095982,0.50394
italian,0.0066964,0.40876
italian,0.4442,0.64092
italian,0.0022321,0.36334
italian,0.09375,0.50794
italian,0.28795,0.5751
italian,0.073661,0.5045
italian,0.024554,0.46667
italian,0.080357,0.47357
italian,0.20536,0.54969
italian,0.044643,0.46329
italian,0.20759,0.54634
italian,0.16295,0.53524
italian,0.017857,0.45161
italian,0.0044643,0.41328
italian,0.0066964,0.39092
italian,0.15625,0.52582
italian,0.11161,0.51494
italian,0.0022321,0.37774
italian,0.075893,0.49723
italian,0.33929,0.59259
italian,0.11161,0.51613
italian,0.095982,0.50394
italian,0.0066964,0.41987
italian,0.125,0.51259
italian,0.19643,0.54568
italian,0.0022321,0.43453
italian,0.14955,0.52706
italian,0.0022321,0.4036
italian,0.625,0.72375
italian,0.017857,0.47208
italian,0.037946,0.47257
italian,0.0066964,0.45949
italian,0.024554,0.44666
italian,0.10268,0.51025
italian,0.11384,0.51083
italian,0.0066964,0.37966
italian,0.064732,0.49285
italian,0.037946,0.45621
italian,0.0044643,0.36452
italian,0.0022321,0.39024
italian,0.13616,0.52154
italian,0.020089,0.45253
italian,0.13616,0.52706
italian,0.13616,0.51972
italian,0.0089286,0.43411
italian,0.23661,0.55514
italian,0.020089,0.46764
italian,0.10045,0.51259
italian,0.13393,0.49339
italian,0.078125,0.49667
italian,0.064732,0.49889
italian,0.026786,0.46911
italian,0.16964,0.51852
italian,0.017857,0.47307
italian,0.058036,0.46618
italian,0.011161,0.45253
italian,0.049107,0.4771
italian,0.033482,0.4498
italian,0.2567,0.5586
italian,0.053571,0.48962
italian,0.20759,0.54634
italian,0.0089286,0.43243
italian,0.022321,0.45298
italian,0.0022321,0.43453
italian,0.078125,0.4859
italian,0.0022321,0.43453
italian,0.053571,0.46377
italian,0.087054,0.48962
italian,0.0022321,0.36542
italian,0.70536,0.76712
italian,0.053571,0.48172
italian,0.14062,0.52521
italian,0.0022321,0.38754
italian,0.17634,0.53461
italian,0.026786,0.45528
italian,0.060268,0.4812
italian,0.27232,0.57289
italian,0.020089,0.40107
italian,0.087054,0.47609
italian,0.32143,0.59181
italian,0.033482,0.47761
italian,0.020089,0.4657
italian,0.073661,0.49394
italian,0.013393,0.44138
italian,0.073661,0.46667
italian,0.046875,0.46667
italian,0.066964,0.47257
italian,0.0044643,0.34595
italian,0.125,0.52214
italian,0.11161,0.50794
italian,0.071429,0.48224
italian,0.033482,0.46377
italian,0.024554,0.45344
italian,0.035714,0.45949
italian,0.14955,0.52398
italian,0.18973,0.54501
italian,0.060268,0.49015
italian,0.59598,0.71111
italian,0.069196,0.4838
italian,0.069196,0.47357
italian,0.013393,0.45116
italian,0.1942,0.54568
italian,0.040179,0.47009
italian,0.095982,0.49889
italian,0.082589,0.49944
italian,0.015625,0.45344
italian,0.051339,0.48908
italian,0.022321,0.46618
italian,0.017857,0.44577
italian,0.0022321,0.37521
italian,0.12054,0.51435
italian,0.16964,0.53911
italian,0.058036,0.48908
italian,0.082589,0.49778
italian,0.41518,0.62657
italian,0.011161,0.42384
italian,0.035714,0.48069
french,0.039256,0.47245
french,0.043388,0.4781
french,0.022727,0.45978
french,0.035124,0.46739
french,0.059917,0.48388
french,0.078512,0.49333
french,0.0061983,0.42667
french,0.0082645,0.41959
french,0.41116,0.62501
french,0.033058,0.4461
french,0.070248,0.50001
french,0.010331,0.4305
french,0.0020661,0.36309
french,0.024793,0.44987
french,0.13843,0.51614
french,0.0082645,0.43283
french,0.080579,0.48194
french,0.0082645,0.43479
french,0.17355,0.53572
french,0.016529,0.45585
french,0.014463,0.41704
french,0.1343,0.51837
french,0.010331,0.41273
french,0.0020661,0.38431
french,0.06405,0.49081
french,0.049587,0.45846
french,0.0020661,0.34237
french,0.27686,0.57212
french,0.02686,0.46739
french,0.057851,0.48881
french,0.02686,0.46876
french,0.2686,0.56405
french,0.32645,0.58395
french,0.0041322,0.3967
french,0.084711,0.50474
french,0.020661,0.44861
french,0.028926,0.44322
french,0.1095,0.50105
french,0.022727,0.45978
french,0.31818,0.58324
french,0.12603,0.51393
french,0.020661,0.43717
french,0.10537,0.50634
french,0.0061983,0.43127
french,0.11983,0.51065
french,0.19008,0.53513
french,0.055785,0.49181
french,0.086777,0.49793
french,0.18182,0.53216
french,0.028926,0.44903
french,0.051653,0.48242
french,0.014463,0.44445
french,0.0082645,0.43637
french,0.35124,0.60076
french,0.012397,0.43637
french,0.0020661,0.40473
french,0.25826,0.56472
french,0.0061983,0.41097
french,0.14256,0.52005
french,0.068182,0.48049
french,0.27479,0.5694
french,0.0041322,0.42479
french,0.082645,0.4903
french,0.022727,0.43597
french,0.41736,0.62746
french,0.21281,0.54423
french,0.0061983,0.43836
french,0.0041322,0.42366
french,0.20868,0.54608
french,0.039256,0.47905
french,0.010331,0.40748
french,0.012397,0.4424
french,0.030992,0.44735
french,0.095041,0.50795
french,0.0020661,0.38524
french,0.0061983,0.40782
french,0.0020661,0.4218
french,0.022727,0.43917
french,0.0041322,0.37384
french,0.012397,0.46648
french,0.1281,0.51393
french,0.06405,0.48339
french,0.045455,0.47479
french,0.0020661,0.37501
french,0.0041322,0.41704
french,0.014463,0.43917
french,0.016529,0.46558
french,0.0082645,0.43127
french,0.022727,0.45934
french,0.0061983,0.40852
french,0.0020661,0.37355
french,0.21074,0.54546
french,0.03719,0.47245
french,0.19835,0.54238
french,0.56818,0.69265
french,0.010331,0.43361
french,0.18388,0.53394
french,0.41529,0.62828
french,0.014463,0.4344
french,0.1405,0.52575
french,0.012397,0.42254
french,0.012397,0.44037
french,0.19835,0.54546
french,0.0020661,0.4218
french,0.0020661,0.36309
french,0.024793,0.46467
french,0.097107,0.5101
french,0.0041322,0.37856
french,0.016529,0.44528
french,0.043388,0.46876
french,0.51446,0.66761
french,0.010331,0.42592
french,0.06405,0.49485
french,0.0020661,0.4218
french,0.0061983,0.39025
french,0.47107,0.65042
french,0.047521,0.46378
french,0.13843,0.52403
french,0.010331,0.42554
french,0.041322,0.48097
french,0.0020661,0.37355
french,0.0020661,0.36254
french,0.059917,0.47905
french,0.0020661,0.36364
french,0.010331,0.44159
french,0.033058,0.47953
french,0.043388,0.45715
french,0.14669,0.52575
french,0.23554,0.553
french,0.012397,0.44281
french,0.057851,0.48633
french,0.10331,0.50001
french,0.02686,0.47432
french,0.053719,0.45156
french,0.46281,0.64344
french,0.0041322,0.41886
french,0.0061983,0.40303
french,0.25826,0.56472
french,0.17355,0.53334
french,0.092975,0.5021
french,0.58678,0.70177
french,0.19628,0.54055
french,0.043388,0.47857
french,0.016529,0.44569
french,0.02686,0.47526
french,0.13017,0.51503
french,0.0041322,0.35635
french,0.19421,0.54546
french,0.0041322,0.39442
french,0.16736,0.53453
french,0.068182,0.50158
french,0.1219,0.50848
french,0.035124,0.47338
french,0.0020661,0.37355
french,0.02686,0.44861
french,0.0020661,0.0020661
french,0.041322,0.45369
french,0.0020661,0.3912
french,0.0020661,0.3352
french,0.0020661,0.40473
french,0.045455,0.47479
french,0.0041322,0.40168
french,0.051653,0.45029
french,0.0020661,0.3514
french,0.039256,0.44569
french,0.095041,0.49793
french,0.0061983,0.43637
french,0.0041322,0.40713
french,0.041322,0.47385
french,0.014463,0.44486
french,0.19421,0.53873
french,0.15289,0.5269
french,0.14876,0.51725
french,0.014463,0.45114
french,0.072314,0.4969
french,0.0020661,0.41202
french,0.14669,0.52175
french,0.035124,0.47762
french,0.016529,0.45585
french,0.0020661,0.4218
french,0.039256,0.48145
french,0.10331,0.51174
french,0.17355,0.5304
french,0.068182,0.47526
french,0.02686,0.44987
french,0.0020661,0.37355
french,0.50413,0.66668
french,0.035124,0.45199
french,0.06405,0.47385
french,0.53512,0.68086
french,0.51653,0.66854
french,0.018595,0.4424
french,0.13843,0.51949
french,0.030992,0.47245
french,0.10331,0.51283
french,0.010331,0.43089
french,0.010331,0.41061
french,0.095041,0.50634
french,0.0061983,0.46066
french,0.0041322,0.37975
french,0.0020661,0.34189
french,0.13223,0.48339
french,0.0020661,0.0020661
french,0.36157,0.60454
french,0.21281,0.54858
french,0.018595,0.44037
french,0.016529,0.44322
french,0.2314,0.55492
french,0.049587,0.4903
french,0.16116,0.53098
french,0.30372,0.57763
french,0.17769,0.53513
french,0.016529,0.44528
french,0.024793,0.46693
french,0.02686,0.46022
french,0.020661,0.46333
french,0.018595,0.43205
french,0.020661,0.45715
french,0.084711,0.50474
french,0.080579,0.49742
french,0.22521,0.553
french,0.0020661,0.3721
french,0.0020661,0.31109
french,0.049587,0.47526
french,0.13017,0.51338
french,0.1405,0.51614
french,0.033058,0.47667
french,0.10331,0.51228
french,0.0041322,0.34262
french,0.41529,0.62664
french,0.0061983,0.41959
french,0.13636,0.51781
french,0.090909,0.50105
french,0.03719,0.46199
french,0.41116,0.6242
french,0.0020661,0.34758
french,0.041322,0.45542
french,0.012397,0.4218
french,0.06405,0.45978
french,0.0020661,0.37501
french,0.053719,0.4903
french,0.13223,0.52346
french,0.010331,0.45715
french,0.0020661,0.42366
french,0.014463,0.43518
french,0.024793,0.45802
french,0.16116,0.52864
french,0.27893,0.56739
french,0.0041322,0.36337
french,0.0020661,0.4218
french,0.0041322,0.37413
french,0.0020661,0.4218
french,0.34917,0.59703
french,0.46694,0.64691
french,0.0020661,0.3912
french,0.0020661,0.4218
french,0.0061983,0.41704
french,0.25826,0.56538
french,0.047521,0.49131
french,0.14669,0.5269
french,0.072314,0.49485
french,0.0020661,0.37384
french,0.0020661,0.31979
french,0.072314,0.48881
french,0.076446,0.49639
french,0.039256,0.47715
french,0.012397,0.4424
french,0.10537,0.50315
french,0.014463,0.43089
french,0.34298,0.59777
french,0.0082645,0.43205
french,0.012397,0.4589
french,0.012397,0.44159
french,0.020661,0.43597
french,0.0041322,0.37038
french,0.0041322,0.40168
french,0.0020661,0.34483
french,0.02686,0.42705
french,0.03719,0.45327
french,0.14256,0.51669
french,0.0020661,0.4218
french,0.033058,0.44819
french,0.03719,0.47152
french,0.016529,0.44404
french,0.041322,0.47667
french,0.020661,0.44861
french,0.012397,0.442
french,0.090909,0.4969
french,0.070248,0.4898
french,0.016529,0.44037
french,0.1095,0.5058
french,0.020661,0.42516
french,0.020661,0.44861
french,0.54959,0.6828
french,0.21074,0.54921
french,0.0041322,0.41273
french,0.095041,0.50474
french,0.080579,0.50527
french,0.11777,0.50956
french,0.090909,0.50001
french,0.020661,0.44735
french,0.030992,0.44694
french,0.092975,0.49282
french,0.0020661,0.31109
french,0.016529,0.44445
french,0.0041322,0.42896
french,0.084711,0.49485
french,0.19835,0.54484
french,0.17562,0.53513
french,0.080579,0.49536
french,0.0020661,0.42366
french,0.068182,0.48682
french,0.06405,0.48194
french,0.024793,0.46512
french,0.022727,0.47198
french,0.030992,0.4706
french,0.0020661,0.33661
french,0.30579,0.58253
french,0.4938,0.65845
french,0.42355,0.62911
french,0.010331,0.43244
french,0.2562,0.56538
french,0.0020661,0.3912
french,0.32025,0.58969
french,0.041322,0.48097
french,0.27273,0.57076
french,0.0061983,0.43011
french,0.0020661,0.4218
french,0.041322,0.47385
french,0.010331,0.38248
french,0.0082645,0.43917
french,0.016529,0.4461
french,0.0041322,0.37384
french,0.2314,0.55237
french,0.039256,0.46876
french,0.061983,0.48931
french,0.02686,0.44987
french,0.061983,0.48339
french,0.082645,0.49485
french,0.0061983,0.44404
french,0.14463,0.52118
french,0.041322,0.47479
french,0.018595,0.45846
french,0.099174,0.51228
french,0.0020661,0.34658
french,0.045455,0.47715
french,0.024793,0.46558
french,0.0020661,0.37066
french,0.46488,0.64604
french,0.0020661,0.38493
french,0.0041322,0.41595
french,0.080579,0.48535
french,0.010331,0.40269
french,0.020661,0.46512
french,0.0020661,0.36091
french,0.010331,0.43205
french,0.024793,0.4461
french,0.0082645,0.37239
french,0.0020661,0.36782
french,0.14669,0.5246
french,0.33471,0.59334
french,0.035124,0.46467
french,0.010331,0.43677
french,0.039256,0.47152
french,0.055785,0.49333
french,0.1405,0.52005
french,0.076446,0.49282
french,0.2562,0.56472
french,0.45661,0.64258
french,0.0061983,0.38742
french,0.010331,0.40439
french,0.0082645,0.41667
french,0.0041322,0.40991
french,0.020661,0.46378
french,0.039256,0.4762
french,0.03719,0.48486
french,0.035124,0.47245
french,0.16529,0.52864
french,0.095041,0.50848
french,0.016529,0.4424
french,0.033058,0.48486
french,0.035124,0.46876
french,0.16116,0.5269
french,0.043388,0.47106
french,0.65289,0.73621
french,0.0020661,0.31048
french,0.016529,0.44569
french,0.039256,0.47291
french,0.0082645,0.43089
french,0.012397,0.41167
french,0.19421,0.54423
french,0.033058,0.4461
french,0.0020661,0.34237
french,0.14256,0.51725
french,0.082645,0.49384
french,0.13017,0.51725
french,0.02686,0.44819
french,0.028926,0.46333
french,0.11157,0.51503
french,0.21074,0.54177
french,0.070248,0.49131
french,0.0061983,0.42069
french,0.17355,0.53752
french,0.035124,0.47526
french,0.045455,0.47198
french,0.010331,0.44078
french,0.10537,0.47152
french,0.088843,0.5058
french,0.020661,0.46693
french,0.030992,0.4781
french,0.097107,0.46922
french,0.016529,0.45455
french,0.15496,0.52118
french,0.10331,0.47479
french,0.035124,0.4781
french,0.20455,0.543
french,0.010331,0.45802
french,0.030992,0.44404
french,0.16736,0.52748
french,0.1281,0.50795
french,0.014463,0.46378
french,0.32025,0.58324
french,0.012397,0.44118
french,0.045455,0.47385
french,0.0020661,0.40001
french,0.0082645,0.4138
french,0.092975,0.50105
french,0.0020661,0.3721
french,0.64256,0.73061
french,0.053719,0.45071
french,0.049587,0.47715
french,0.13017,0.52288
french,0.051653,0.48242
french,0.012397,0.43244
french,0.1343,0.51837
french,0.049587,0.47762
french,0.045455,0.47715
french,0.23967,0.55685
french,0.0020661,0.37355
french,0.090909,0.4683
french,0.23554,0.55047
french,0.0061983,0.42896
french,0.0061983,0.38742
french,0.076446,0.48931
french,0.045455,0.47245
french,0.039256,0.48781
french,0.020661,0.45029
french,0.097107,0.47338
french,0.024793,0.46022
french,0.082645,0.4706
french,0.0020661,0.42366
french,0.010331,0.43558
french,0.03719,0.47953
french,0.051653,0.48001
french,0.02686,0.43677
french,0.030992,0.45412
french,0.0082645,0.43836
french,0.010331,0.40405
french,0.0041322,0.37009
french,0.33058,0.59334
french,0.018595,0.43361
french,0.10331,0.50474
french,0.47727,0.65307
french,0.049587,0.47573
french,0.086777,0.47152
french,0.21074,0.54423
french,0.051653,0.47573
french,0.1157,0.50368
french,0.0020661,0.34237
french,0.0061983,0.43089
french,0.12603,0.51669
french,0.061983,0.49588
french,0.03719,0.47953
french,0.014463,0.43283
french,0.1219,0.51503
french,0.17562,0.53692
french,0.010331,0.43283
french,0.0082645,0.4305
french,0.022727,0.45759
french,0.41322,0.6242
french,0.030992,0.44777
french,0.0041322,0.41595
french,0.0020661,0.32877
french,0.0020661,0.36364
french,0.1095,0.50741
